Subject,Subject,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
463,,2b,PE,0,0.1,0,0.1,.10 cents for the eraser,1,0.9,1,0.9,".90 cents, or $.90 (rounded)",-0.95,95%. It was between 90%-95%. I thought I'd get that wrong too. But if it makes sense... well it doesn't really. Just a little trickery going on with our brains haha.,1,100%,,"About the same as question one or less because they had two options that might have confused some people. Maybe less. I don't know, I guess there will always be some smart folks out there who can figure anything out haha!",0.7,"70%, maybe even higher."
464,,2b,PE,1,5,0,0,"5 cents for the eraser and 105 cents for the pen because ""cost $1 more"" refers to price relative to each other, rather than one item costing ""$1 and 0 cents more"" than another",1,0.9,1,0.9,"$0.90, this is an additive problem, not multiplicative (although there can be tricky exceptions in more complex problems)",0.6,"I think the second one is trickier but my answer seems logical, so around 60 percent.",0.7,70,0.7,Well...someone might interpret it differently but my interpretation isn't unreasonable so let us go with an educated guess at maybe 70 percent.,-0.9,I would estimate that about 85-90 percent answered the question right.
465,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.75,75%
466,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.5,50%
467,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.75,75%
468,,2b,PE,0,10,0,10,"Eraser costs 10 cents, Pencil costs 1 dollar and 10 cents.",1,90,1,90,90 cents,1,100%,1,100%,0.3,30%,0.5,50%
469,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.95,95%,0.6,60%,0.7,70%
470,,2b,PE,1,0.05,1,0.05,0.05,1,0.9,1,0.9,0.90,1,100,1,100,0.8,80,0.95,95
471,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,1,100%,0.8,80%,0.95,95%
472,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.7,70%,0.5,50%
473,,2b,PE,1,0.05,1,0.05,0.05,1,0.9,1,0.9,0.9,1,100,1,100,0.6,60,0.75,75
474,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90,0.95,95,0.6,60,0.7,70
475,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.85,85%
476,,2b,PE,0,0.5,0,0.5,.50,1,0.9,1,0.9,.90,1,100%,1,100%,0.75,75%,0.8,80%
477,,2b,PE,1,0.05,0,1.05,$.05 for the eraser; $1.05 for the pencil,1,0.9,1,0.9,$.90,0.85,I don't know; maybe about 85%,1,100%,0.65,Somewhere around 65%,0.95,95% or more
478,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.5,50%,0.85,85%,0.45,45%,0.75,75%
479,,2b,PE,1,0.05,0,1.05,"Erase everything I said before! Let me think again.  This one took a bit longer than last question. Hmmm, let me see...The answer for this question seems wrong at first, but it's right. Let me repeat it,  $0.05 for the eraser and $1.05 for the pen/pencil",1,0.9,1,0.9,$0.90,0.8,"Maybe around 80%, due to having some hesitance in answering at first, but then finally got to an accurate conclusion.",0.95,"I would say about 95%, since its very close but not exact, as in the book ""Thinking, fast and slow"" by Kahneman.",0.35,"For this one, since its less simple compared to previous math problems, probably only around 55%. It could even be lower than that, honestly, depending on person-to-person, maybe like around 35%, even.",0.7,"Mostly likely about 70%, if that high"
480,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
481,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.6,60%,0.8,80%
482,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.75,75%,0.9,90%
483,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.75,75%,0.85,85%
484,,1a,PE,1,0.05,1,0.05,"Eraser costs $.05 (I subtracted the price of the pencil from the total, then divided by two).",1,0.9,1,0.9,Banana costs $.90 (I subtracted the price of the magazine from the total).,0.75,75%.,1,100%.,0.9,90%.,0.8,80%.
485,,1a,PE,0,10,0,10,The eraser costs 10 cents.,1,90,1,90,The banana costs 90 cents.,0.95,95%,0.8,80%,0.75,75%,0.65,65%
486,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,1,I am 100% confident that my answer is correct.,1,I am 100% confident that my answer is correct.,0.9,I believe 90% or more people answered correctly.,0.8,I believe 80% or more people answered correctly.
487,,1a,PE,1,0.05,1,0.05,"Eraser costs $.05 (as in .10 for both, but pencil is .05 more)",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.6,60%,0.8,80%
488,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90,0.5,50%,0.75,75%,0.25,25%,0.5,50%
489,,1a,PE,1,0.05,0,1.05,Eraser costs $.05 cents and Pencil costs $1.05,1,0.9,1,0.9,Banana Costs $.90 cents,1,100%. I'm positive.,1,100%. I'm positive.,0.95,About 75% - 95% of people answered correctly.,-0.95,Around 80%-95%. This question seems more obvious than the first one.
490,,1a,PE,1,0.05,0,0.1,Eraser costs $.05 and pencil costs $.10 (correct),1,0.9,1,0.9,Banana costs $.90 (incorrect),0.9,I'm 90% sure my answer is correct because there is that small chance that I am wrong and did it in error.,0.9,I'm 90% sure my answer is correct.,0.75,"Maybe 75%, since some might overlook the word ""together"" or not consider it.",0.009,I think about half might get it right due to thinking one item has to be more than $.90 while the other less expensive items combine for $.90 total.
491,,1a,PE,1,0.05,0,1.05,"Eraser Costs $.05, Pencil Costs $1.05",1,0.9,1,0.9,Banana Costs $.90,1,100%,1,100%,0.3792,37.92%,0.9646,96.46%
492,,1a,PE,1,0.05,0,0.1,Eraser cost $.05 cents; Pencil cost $.10 cent,1,0.9,1,0.9,Banana costs $.90 cents,0.7,70%,0.7,70 %,,I believe about half of all participants may be able solve the problem or get it wrong as well,0.5,Same answer as before (50% chance people would solve it correctly); the math is almost the same except for different numbers being used which can lead to miscalculations
493,,1a,PE,1,0.05,0,1.05,"Eraser is $.05. (If this problem has appeared before on any surveys that I may have taken, then my response is $.10 as in the past. If it hasn’t been posed before or I cannot recall taking it earlier, then it would be reasonable for me to figure out that the only way both parts will total $.10 more than $.05 for the eraser is if the pencil is $1.05.)",1,0.9,0,2.9,Banana costs $.90 cents ($2+$.90=$2.90),0.001,85% Confident (My confidence is fairly high considering it has either appeared somewhere previously where I responded with $.10 for the eraser; or I did figure out correctly without any other assistance except through math/problem solving abilities.),1,100%. (I figured that one out instantly based on information provided!),0.75,75%,0.99,At least 99%. (This question was relatively straightforward since it just required basic addition!)
494,,1a,PE,1,0.05,0,1.05,"$.05, because the eraser would have to cost $0.05 for the pencil to then be worth $1.05 more",1,0.9,1,0.9,"The banana costs $.90, as that makes it cost a total of two dollars more expensive with the magazine combined",0.75,I'm about 75% sure.,,Completely sure.,0.8,"Probably 70%-75%, or even 80%",0.9,Definitely above 90%.
495,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
496,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
497,,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.85,85%
498,,1a,PE,0,10,0,1,"Eraser costs 10 cents, pencil costs $1.10 - 10 cents = $1.",1,0.9,0,2.9,"Banana costs $0.90, since Magazine costs $2 and total cost is $2.90.",0.95,95%,1,100%,0.75,75%,0.85,85%
499,,1a,PE,0,0.1,0,0.1,.10 cents,1,90,1,90,90 cents,0.95,95,0.95,95,0.6,60,0.75,75
500,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.9,90%,0.75,75%,0.8,80%
501,,1a,PE,0,0.1,0,0.1,".10 cents (I thought the pencil was one dollar, so I subtracted that from the total)",1,0.9,1,0.9,.90 cents,0.95,95%,1,100%,0.5,50%,0.8,80%
502,,1a,PE,1,5,1,5,Eraser is 5 cents and pencil is 1 dollar and 5 cents.,1,90,1,90,90 cents.,0.9,90%.,0.95,95%.,0.75,75%.,0.85,85%.
503,,1a,PE,1,0.05,0,1.05,"Eraser = $0.05, Pencil = $1.05 (Correct!)",1,0.9,1,0.9,Banana = $.90 (Correct!),0.9,90%,1,100%,0.75,75%,0.98,98%
504,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.95,95%,0.7,70%,0.9,90%
505,,1a,PE,1,5,0,1,5 cents for eraser; 1 dollar for pencil,1,90,1,90,90 cents for banana,0.7,70%,1,100%,0.9,90%,0.9,90%
506,,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,$.90 cents,0.85,85,0.65,65,0.33,33,0.77,77
507,,1a,PE,1,0.05,0,1.1,"$.05, since it costs $1.05 less than the pencil that costs $1.10",1,0.9,0,2,"$.90, just subtract $2 from total amount",0.95,I am 95% sure in my answer,0.99,I am 99% sure in my answer,0.8,I think at least 80% of participants got it right,0.75,"At least 75%, since many probably realized you could do basic arithmetic for both"
508,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,0.95,95%,0.7,70%,0.4,40%
509,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.95,95%,1,100%,0.6,60%,0.98,98%
510,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
511,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.85,85%,0.95,95%
512,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
513,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
514,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
515,,1b,BM,1,0.45,1,0.45,.45 cents,1,0.1,1,0.1,.10 cents,0.85,85%,0.95,95%,0.6,60%,0.75,75%
516,,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.8,80,0.95,95,0.6,60,0.7,70
517,,1b,BM,1,45,0,2.45,The banana costs 45 cents and the magazine costs $2.45. To find the answer I subtracted 45 cents from $2.90 to get $2.45. Then I subtracted $2.45 from the original total to make sure I got the correct amount for the banana.,1,10,1,10,"It costs 10 cents because it says that a pencil and an eraser together cost $1.10, but the pencil alone already costs a dollar. So, the only thing left is the eraser which would cost 10 cents.",0.8,80%,1,100%,0.65,65%,0.75,75%
518,,1b,BM,0,2,0,0.9,"Let's say X is equal to the cost of the banana. Then the magazine would be X+2. Therefore, X+2 = 2.90 and X = .90 or $.90.",1,0.1,0,1.1,The eraser would cost $.10 since 10 cents + $1 = $1.10.,1,100%.,1,100%.,0.85,85%. This one was slightly harder because of the phrasing and having to set up the equations to figure out the answer.,0.9,"90%, I think that most people know the concept of change, but may be thrown off by the phrasing."
519,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.7,70%,0.95,95%,0.5,50%,0.5,50%
520,,1b,BM,0,0.4,0,2.5,"I'd guess that the banana costs .40 cents. Because if you take 2 away from the total cost, you get 2.90 - 2 = .90 cents, but then the price of the magazine would be too high. So, let's see...if we subtract .40 from 2.90 we will arrive at 2.50 which means the cost of the magazine is correct (2.50).",1,0.1,1,10,The eraser cost .10 cents because 1.10 - 1.00 = .10 or 10 cents.,0.8,80%,0.9,90%,0.3,"Maybe around 30%, since it seems like a trick question.",0.65,65%.
521,,1b,BM,1,0.45,1,45,$0.45 or 45 cents,1,0.1,1,10,.10 or 10 cents,0.85,85%,1,100%,0.5,50%,0.6,60%
522,,1b,BM,1,0.45,0,2,"$.45, since if the banana is .45 cents then the magazine is $2.45 or 2 dollars more than the banana",1,0.1,1,0.1,"The eraser would be $.10, because it says the pencil was already $1 and it is only .10 more than that for the whole packaged deal",1,100%,1,100%,,Less than half,,At least half
523,,1b,BM,0,60,0,0.6,60 cents ($ .60),1,0.1,1,0.1,Ten cents ($.10),0.7,70,0.9,90,0.4,40,0.95,95
524,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,.10cents,1,100,0.95,95,0.56,56,0.67,67
525,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.75,75%
526,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.9,90%,0.95,95%,0.6,60%,0.75,75%
527,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.6,60%,0.75,75%
528,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,1,100%,1,100%,0.85,85%,0.95,95%
529,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.99,99%,0.95,95%,0.6,60%,0.7,70%
530,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85%,0.9,90%,0.6,60%,0.75,75%
531,,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.9,90%,0.95,95%,0.8,80%,0.9,90%
532,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.95,95%,0.7,70%,0.85,85%
533,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.95,95
534,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.8,80%,0.9,90%,0.6,60%,0.95,95%
535,,1b,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.10,0.6,60,0.9,90,0.6,60,0.75,75
536,,1b,BM,0,0.9,0,0.9,"$0.90 (if the wording had been different, such as ""The magazine is twice as expensive as the banana,"" then my answer would be wrong.)",1,10,1,10,"10 cents, because I assumed they asked for how much more expensive an eraser was than a pencil instead of just asking what the total was for both items (it's been a long day).",0.75,75%.,0.5,50%,0.02,I'd wager that maybe around 60-70% of people answered correctly because I think most will automatically subtract $2 from the total amount and arrive at a correct answer.,0.3,"30%, at most, depending on how they interpreted the question."
537,,1b,BM,0,1.45,0,0.5,"$1.45, by calculating how much the magazine must cost ($2.90-$2=$0.90) then adding back its additional value ($0.90+$0.50).",1,0.1,1,0.1,"$.10, since a dollar was spent on the pencil, it follows that $.10 is used for an eraser.",0.8,80%.,1,100%.,0.6,"60%, as I assume this question may lead some astray due to their initial calculations.",0.75,"75%, as I believe many would fail to grasp this concept."
538,,1b,BM,1,0.45,0,2,"The banana costs 0.45 dollars because that way both the total sum AND the statement ""the magazine costs 2 dollars more"" apply at once",0,0,0,0,"The eraser costs 0 dollars, because you already paid for it when you bought the pencil",0.89,89%,0.55,55 %,0.73,73%,0.99,99%
539,,1b,BM,0,2,0,30,Ok this one I need paper for because fractions were never really my strong point... If the mag cost 2 dollars more then the equation would be X(mag)+Y(banana)=$2.90 with X being two more then Y right? Then divide by 3 since we're working in cents to get rid of those pesky decimals so... Y=$0.30 + Y/3=1 Y=30 cents... huh wait a second.... Yep it checks out!,1,10,1,10,10 cents,0.9,"Well considering the logic I just went through there I feel pretty good about myself, 90% maybe? There could always something stupid I overlooked.",1,"100%. It's clear from the wording of the problem that we don't have any additional information about either item other than the prices provided, so I based my answer on that information alone.",0.4,"Considering most folks probably did some variation on simple addition and subtraction that they learned in third grade instead of algebraic division like me I'd guess less than 50%. Not sure how much though, call it an even 40%.",0.65,Maybe like 65%. That seems optimistic though.
540,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
541,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.9,90%
542,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.6,60%,0.8,80%
543,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.85,85%
544,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,1,100%,0.75,75%,0.85,85%
545,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.85,85
546,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.6,60%,0.8,80%
547,,2a,BM,1,0.45,1,0.45,"$.45 (this response was coded as ""incorrect"" in the study, but I would like to know how many others agree with my answer)",1,0.1,1,0.1,$.10,1,100%,1,100%,0.9,90%,1,100%
548,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75,0.9,90,0.65,65,0.8,80
549,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.7,70%,0.6,60%,0.8,80%
550,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,1,100%,0.6,60%,0.99,99%
551,,2a,BM,1,0.45,1,0.45,"$.45 cents, because if it's $2.45 then that means the difference is only 50 cents, not 2 dollars. So 2.90 - 2.45 = .45",0,2,0,1,"It still says the magazine is $2 so I have no idea what you’re asking me. If I assume the pencil cost $1, then the eraser would be $0.10. But since we already did an addition question, why isn’t it a subtraction question now?? And also how could they even both be the same price as one thing is meant for writing while the other is supposed to fix mistakes made by writing!! They aren’t even comparable!!! I don’t understand what this question wants me to learn or do at all because if we did another addition problem, then my last answer wouldn’t make sense either, but if we did subtraction now, then that wouldn’t match up with my last answer which means that they are trying to confuse me on purpose!! This makes no logical sense, like not even remotely. Also it should say pencil COSTS $1 instead of PRICE. I am just going",0.75,75%,0.75,75% again because that's the only choice I can give,0.8,80%,0.5,"50%, maybe, probably less since I have absolutely no idea and it seems so unfair to compare a banana and magazine together so who knows"
552,,2a,BM,1,0.45,1,0.45,.45 cents,1,10,1,10,"This question seems way too similar to the previous one. It makes me think that they're testing whether or not I would fall into the same trap again. So considering that possibility, I believe that there might be some hidden meaning in these questions intended for me to realize my prior error. That being said though, based on surface level understanding without making any assumptions about intent behind the wording of the problem, then mathematically speaking, the answer would simply be 10 cents because subtracting the price of the pencil from the overall total gives you the cost of the eraser. However if we are indeed supposed to recognize the similarity between this question and the last one and thereby infer that our first instincts could possibly be incorrect due to previously falling victim to such a trickery, then perhaps it is safer to assume that the true answer lies somewhere beyond simple mathematical calculations.",0.75,"I'm not very confident at all because they only give two answer choices, which is kind of frustrating since there must be something I didn't get right... So I think that it was just trying to trip me up but maybe that was wrong and I don't know for certain now what the actual price of the banana is or if my calculation is correct, so I guess around like a 75%.",0.7,"Like I just explained, I arrived at my answer through basic math, but taking into account the fact that these questions seem designed to catch people off guard, I feel slightly less certain than before, so maybe around 70%.",0.3,"Well I feel like a lot of people probably made the same mistake as I did with just taking half of the total amount to find out what each one costs instead of doing the math where the magazine costs twice as much as the banana, so I'm going to say maybe like 30%.",0.4,"Since these problems seem to be aimed at testing whether or not someone recognizes patterns and thinks critically about potential traps within the wording, then depending on how many people fall for the same trap as before, the success rate could vary greatly. But considering the fact that most people probably won't even consider the idea that there might be hidden meanings behind seemingly straightforward questions like these, I suppose the success rate might end up being fairly low. So, assuming that pattern recognition doesn't come naturally to everyone, I'd say only around 40% will solve it correctly."
553,,2a,BM,0,0.5,0,0.5,.50,1,10,1,10,10 cents,0.6,60%,0.8,80%,0.4,40%,0.6,60%
554,,2a,BM,1,0.45,1,0.45,"$0.45 because if I take $2.45 (the cost of a $2 dollar bill plus two dimes) off the price, I'll be left with just $.45 cents for the banana",1,0.1,1,0.1,"Wait, seriously!  $.10 !? But shouldn't that mean... uh.. let me check the previous one. Ok I get it now! Thanks!!! I got both problems wrong but the last one helped me solve the first!!",0.6,"I am %60 positive that is right, because i double checked.",0.9,Wow. Now i'm %90 certain i'm getting the rest right if you add any more simple maths after that :) Thank you. That was awesome!!!,0.35,Maybe around %35 will answer it right without having to check back,0.8,Ohhh well.... maybe %75? Or 80?! If they don't pay attention then.... oh wait!!!
555,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.85,85%
556,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.85,85%
557,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.95,95%
558,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.95,95%,0.75,75%,0.8,80%
559,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,0.9,90%,0.6,60%,0.8,80%
560,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90,1,100,0.75,75,0.85,85
561,,2a,BM,1,0.45,1,0.45,"$.45, because if the magazine costs $2.45 (which is $2 more than the banana), then the banana would cost exactly $.45.",1,0.1,1,0.1,"$.10, because if the pencil costs $1, then the eraser will cost $.10.",0.95,"95%, I'm pretty sure that is right, but there is always room for error.",1,"100%, I am certain that is right.",0.0045,"60%, some people might just say the magazine is $2.75 and the banana is $.15, when really it's .45.",0.8,"80%, most people should get this one correct, even if they did not get the previous question right."
562,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.6,60%,0.7,70%
563,,2a,BM,0,0.75,0,0.75,0.75 cents (they don't state if they mean dollars or cents),1,0.1,1,0.1,"0.10 cents (again, not sure if meant dollars or cents)",0.95,95%,0.95,95%,0.6,60%,0.8,80%
564,,2a,BM,1,0.45,0,0.2,$.45 cents (Correct answer is $.20),1,0.1,1,0.1,$.10 cents (correct answer).,0.85,85%,1,100%,0.7,70%,0.6,60%
565,,2a,BM,0,70,0,2.9,"70 cents, because I did it as 2x + .9 = 2.9 and then solved for x",1,10,1,10,"10 cents, because the pencil is $1, which leaves only 10 cents for the eraser",0.9,90%,1,"100%, no doubt about it",0.4,"40%, just based on a hunch",0.6,"60%, I know math isn't everyone's strong suit, so there may be some that still don't understand"
566,,2a,BM,0,70,0,290,70 cents because 70 + 220 = 290.,1,10,1,10,I think that the eraser would be 10 cents if we use the same logic as before. If it doesn't work out then maybe they cost the same.,1,I am very certain about my answer so I will say 100%.,0.95,"Maybe 95%, there is still a small chance that there was an error with my previous answer.",0.01,"About half, say 50%, because most would divide 2 by 2 to get $1 for each but some would use subtraction as I did to determine price differences.",0.5,"Let me guess...half again like last time? Okay then, around 50%."
567,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,1,100,1,100,0.75,75,0.7,70
568,,2a,BM,0,0.5,0,2.4,Banana is $0.50 cents and Magazine is $2.40.,0,1,1,10,"Pencil Costs $1, so the eraser should have no extra price. But the Question implies that it's included in the total cost. So it must be 10 cents then!",0.96,I am very certain. My confidence is at least 96%.,0.95,"As much as before, I'm still about 95% certain because I had to consider another aspect that wasn't clear at first glance.",-0.7,More than half or around 60% -70 % of people will answer it correctly as I assume some may forget to account for the additional amount spent on the Magazine.,-0.5,"Considering its less straightforwardness compared to the previous one, I believe only about 40-50% of people will get it right."
569,,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.8,80%,0.9,90%,0.5,50%,0.7,70%
570,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
571,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.5,50%,0.75,75%
572,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.95,95%
573,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.3,30%,0.5,50%
574,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.5,50%,0.75,75%
575,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.95,95%
576,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100%,1,100%,0.75,75%,0.95,95%
577,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
578,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.6,60%,1,100%,0.3,30%,0.75,75%
579,,2b,PE,0,10,0,1.05,"Eraser costs 10 cents, total cost of pencil would be $1.10, which makes the pencil and eraser together equal to $1.20. Therefore my previous answer was wrong. Eraser must cost 5 cents and the pencil $1.05.",1,90,1,90,90 cents,0.85,85%,1,100%,0.6,60%. This problem seems trickier to solve for most.,0.95,95%
580,,2b,PE,1,0.05,0,1.05,Eraser = $.05; Pencil = $1.05,1,0.9,1,0.9,0.90 cents or $0.90,0.85,85%,1,100%. I know this one for sure!,-0.7,65%-70%,0.95,90% - 95%
581,,2b,PE,0,0.1,0,1,"Well at first glance, I want to say it’s $0.10 cents but I know that can’t be right because you said the pencil costs a dollar more than the eraser so if the pencil is one dollar, then the eraser has to be something else. So my new answer would have to be $0.05 cents because if the pencil is $1 more expensive than the eraser, then the eraser must be half as cheap which makes it five cents.",1,0.9,1,90,"The banana costs $0.90 cents because if the magazine costs $2 dollars, then it would only make sense that the banana was 90 cents due to how you set up the problem for me.",0.8,80%.,1,100%.,0.25,"Maybe 25%. It seems like an easy question but sometimes when you look at things too closely, they get confusing.",0.45,I think around 45% of people will solve it right.
582,,2b,PE,0,0.5,0,0.5,$.50,1,0.9,1,0.9,$.90,1,100%,1,100%,0.7,70%,0.6,60%
583,,2b,PE,0,0.1,0,1.1,Umm... So... Let's see. The Eraser Costs .10 and the Pencil is 1 Dollar more making it $1.10 as well! :),1,0.9,0,2.9,"The Banana Costs $.90, You have to take into account that you pay $2 for the Magazine + $0.90 for the Banana which equals out to be a total of $2.90!",0.5,"50%, There could have been other factors but I am pretty sure I got it right.",1,100%. I calculated it!,0.45,"Maybe only like... 45%, if that even! People can get confused easily and may not remember something right when doing math problems.",0.9,90% I would hope.. because some just look at it instead of actually trying to figure it out!
584,,2b,PE,1,5,1,5,5 cents,1,90,1,90,90 cents (I believe I did this correct),0.7,"70%, as it could go either way. I feel that its pretty evenly divided",0.005,"95% (the .5 being if something were wrong, my first reaction would be that it was for taxes or somethng)",0.52,"52%, with equal portions of correct answers/incorrect answers.",0.55,"55%, considering different solutions might apply to this"
585,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.75,75%
