Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
311,,2b,PE,1,0.05,0,1.05,Eraser = $0.05; Pencil = $1.05,1,0.9,1,0.9,.90,0.95,95%,1,100%,0.75,75%,0.85,85%
312,,1a,PE,1,0.05,0,0.1,Eraser Costs $.05 (thinking that difference between them is .10),1,0.9,1,0.9,Banana cost $.90,1,"100% (assuming it's correct, but might be second-guessing)",0.8,80%,0.6,60% (unsure),0.6,60% (still unsure if right or wrong answer prevails among participants)
313,,1a,PE,0,0.1,0,0.1,.10,1,90,1,90,90,0.85,85,1,100,0.75,75,0.6,60
314,,2a,BM,1,0.45,1,0.45,"$.45 (I think it's a trap question, but this was what I calculated)",1,0.1,1,0.1,$.10,0.8,"80%, because maybe there’s something obvious that I am missing, but my calculation seems correct based on the given information.",1,100%,0.6,Maybe 60%.,0.9,"More than 90%, since it is just simple subtraction."
315,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.5,50,0.75,75,0.4,40,0.85,85
316,,2b,PE,1,0.05,1,0.05,The eraser costs $0.05.,1,0.9,1,0.9,The banana costs $0.90.,0.6,60%,0.9,90%,0.52,"I think about half will get it right, maybe like 52%.",0.75,I think that about 75% would solve it correctly.
317,,2b,PE,0,0.1,0,0.1,Eraser costs .10 cents.,1,0.9,0,100,".90 cents or 90/100 dollars, my answer would be different if i were to purchase only a magazine or banana. If this question refers to individual purchases then it could not be answered since that information has not been given. I have assumed this situation involves purchasing both items together based on common sense and typical market situations where price adjustments for combined goods occur.",0.95,95%.,0.6,"60%, though my confidence could change depending on the context within which the question was posed as noted earlier.",-0.5,"40-50%, most would likely get the first part right but then fail when solving for the second half since they didnt think it through or understand that both answers were linked.",-0.85,75-85%
318,,2a,BM,1,0.45,0,2.45,"$.45, I think that's correct because if the magazine costs $2.45 it would be two dollars more than the banana as requested in the problem, this leaves us with forty cents for the banana.",0,,0,,Ten cents.,0.78,78%.,0.9,90%.,0.85,85%.,0.85,85%.
319,,2a,BM,0,70,0,70,70 cents,1,10,1,10,10 cents,1,100%,1,100%,0.85,85%,0.9,90%
320,,2b,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,0.99,99,0.9,90,0.9,90%,0.8,80%
321,,2a,BM,1,45,0,2,"The banana would be 45 cents if I just go off of what the question says, but it makes more sense that it’d cost .90 – $2.00 = -$1.10; therefore, the magazine actually costs $2 extra for a total of $2.00.",1,0.1,0,2,"An eraser costs $.10 because “more” does not apply to every single situation. For example, something could cost 10 times more or twice as expensive, so $2 cannot possibly be correct without the context provided in the other question. This answer is just trying to force some sort of connection that doesn’t exist between two unrelated objects.",1,100%.,1,100%.,,I’m assuming they want to know what percent of people who do math and have heard about negative numbers will get it right. I guess it’s less than half.,1,"99%, maybe even 100%. This isn’t like the last one where there was an incorrect assumption made based on wording. The question clearly states “a pencil,” which implies only one pencil."
322,,2b,PE,1,0.05,0,100,"I am confident that the eraser costs $0.05, so I will give myself a rating of 100% once again.",1,0.9,1,0.9,.90,1,100%.,1,"I am totally sure that my answer is correct, so I would rate myself as 100%.",0.85,"Once again, my best guess is 85% since these problems aren't all that difficult.",0.85,My best guess is that 85% of people answered it correctly.
323,,1a,PE,0,0.1,0,0.1,Eraser costs .10 cents,1,0.9,1,0.9,Banana costs .90 cents,1,"I am 100% percent sure my answer is correct, because that is exactly how the question was structured.",1,My answer is 100% correct. I believe the other questions were misleading. This one asks for a different object so therefore its price has nothing to do with previous items or prices mentioned before.,0.9,At least 90% would solve it right if they understood the question properly.,0.8,"I think about half may have gotten it wrong due to them thinking like the first problem, but even still those who did understand the wording could get it right easily. So at least 50%, maybe as high as 80%."
324,,2a,BM,1,0.45,1,0.45,.45 cents because if you take away two dollars from the price then the banana would cost .45 cents.,1,0.1,1,0.1,It’s obvious that the eraser costs $.10.,0.7,70%,1,100%,0.8,"I believe that most adults could answer the question properly, so perhaps about 80%.",0.95,"This is another simple math question, and almost everyone can do it. So probably over 95%."
325,,2b,PE,1,0.05,0,1.1,Eraser = $.05 Pencil = $.10 Total $1.10,1,0.9,1,0.9,$.90,1,100,1,100,0.25,25,0.65,65
326,,1a,PE,1,0.05,0,1.05,"Eraser = $0.05, Pencil = $1.05 (I solved it using variables).",1,0.9,1,0.9,Banana = $.90,0.95,95%,1,100%,0.6,60%.,0.8,80%.
327,,2b,PE,1,0.05,0,0.1,"Oh gosh - just based on my recent experience this should be $0.05.  But let's see . . . if the pencil is $1 more, then the eraser must be $.10.  Yes, that's right.",1,0.9,1,0.9,"$.90, or a more wordy answer would be ""the difference between the total cost ($2.90) and what we know about the cost of one of the items ($2), which in this case leaves us with $.90 as the correct answer""",0.99,"Well, after solving the same type of problem recently I am going with a score of 99%.",0.95,"100%, or maybe if I were being truthful it would be slightly lower like 95%.  However, the phrasing of the question seemed to imply that I am supposed to give myself perfect credit here!",0.5,"Hmmm. . . probably lower than the banana/magazine question.  Maybe something like 50%, but possibly less!",0.8,At least 80% I would guess.  Perhaps a lot more.
328,,1a,PE,0,10,0,10,The eraser would be 10 cents because then the pencil which is one dollar more expensive would be one dollar.,0,2,1,0.9,To find the answer all you have to do is subtract the price of the magazine which was $2 from $2.90 making the banana .90 cents.,1,"I am completely positive, so 100%.",1,Just as before I feel completely certain that my answer is correct. Thus I put 100% here too.,-0.8,Based on previous experience with similar questions I believe at least around 75-80% of people can solve it.,0.5,"Seeing as many people struggle with these kinds of questions even if they don’t appear very difficult at first glance, I am going to guess about 50%."
329,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.99,99%,0.75,75%,0.3,30%.,0.85,"I would think that many people might get confused with the wording on the second problem; maybe around 60%, but most should have gotten the first one correct so around 85%."
330,,2b,PE,0,0.1,0,1.1,"Eraser - .10cents, Pencil - $1.10",1,90,1,90,90 cents,0.6,60,0.5,50,0.65,65,0.7,70
331,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$0.10,0.8,80%,0.95,95%,0.65,65%,0.7,70%
332,,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.95,95%,0.95,95%,0.8,80%,0.9,90%
333,,1a,PE,0,0.95,0,0.95,.95 cents,1,0.9,1,0.9,$.90 cents,0.85,"I feel pretty good about my answer, so maybe like 85%.",0.95,"Well, that one seemed even easier.  95% or so?",0.4,"Given that most people use some version of mental accounting and that this seems like an unusual question, I'd say maybe only 40%.  But there might be lots of people who got it right and then weren't as confident as they should have been.",0.45,"Since these seem similar, I suspect something around the same - maybe slightly better due to its simplicity, say 45%."
334,,1b,BM,0,2.9,0,2.45,"If we can assume that the magazine and banana total up to be $2.90 and that the magazine costs $2 more than the banana then we know that $x + x + $2 = $2.90.  Therefore solving for $x, we find that $x=$0.45 and that the banana costs $0.45 and the magazine costs $2.45.",1,0.1,1,0.1,The eraser costs .10 dollars because they ask for how much the eraser costs not how much more it costs than the .10 cents that the pencil doesn't cover.,0.7,I feel extremely confident with my solution but there's always room for error so maybe like 70%.,,I am completely confident that this is correct.,0.02,"Probably about 30% since many will make the mistake of thinking ""$2 is $2"" rather than ""The price of one item is two dollars greater than another.""",0.02,"Probably about 80% if we account for all those who answered incorrectly by thinking ""If one item costs $1 then two items must cost $2."""
335,,2a,BM,0,2,0,0.9,"I think it would be logical that if they ask how much the magazine costs, the question would be a little clearer, but since there's nothing like this, I assume the price of the magazine is $2 and the banana costs $0.90. But I'm not quite sure, because it could be different as well.",1,10,1,10,This is easy - 10 cents.,0.65,65%,0.95,95%,0.75,75%,0.8,At least 80%.
336,,2a,BM,1,0.45,1,0.45,The banana costs $.45.,0,,0,,The eraser is free.,0.9,I am 90% sure in my answer.,,I am completely sure about that one.,0.75,75%.,0.75,I'd say at least 75%.
337,,1b,BM,0,2.9,1,0.45,"This one is easy enough; simply divide the $2.90 into two parts. Then since the mag has been priced at $2 above the banana's price, subtract that amount ($2) from the higher part of the initial division. You'll end up with a price of $.45 for the banana.",1,0.1,1,0.1,0.10 or 10 cents because when subtracted from a total of 1.10 it equals .10 in either case (when expressed as decimal or percentage).,,"I am completely confident. If my calculations were incorrect, I hope someone will explain them to me so I can correct my mistake and increase my understanding of simple arithmetic.",0.001,"98% - only leaving some doubt about whether the answer was actually expressed as ""10 cents"" rather than ""$0.10.""",0.6,Maybe closer to 60%. Although there may be some who still give wrong answers due to mental blocks or overconfidence in intuition without considering the logical solution.,0.5,"Maybe around 50%, although there are those who will answer incorrectly with their gut instincts and then refuse to listen to reasoning which would reveal their errors."
338,,1b,BM,0,,0,,If the magazine is two dollars higher then the total has to be even so I would say fifteen cents,0,1,0,1,"Ten cents, because the problem stated that the pencil alone was $1",0.8,I am about 80% sure in my response because the first time around I got it wrong,1,I am 100% sure in my response,,Maybe thirty percent at most,0.75,I think probably about 75%. Most people get this one right
339,,1b,BM,0,40,0,40,Banana costs 40 cents,1,10,1,10,10 cents,0.85,85%,0.9,90%,0.6,60%,0.75,75%
340,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85,1,100,0.6,60,0.7,70
341,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.7,70%,0.99,99%
342,,2a,BM,1,0.45,1,0.45,"$0.45, because if we denote the price of a banana as B then (2 + B) = 2.90 -> B = 0.90 - 2 = 0.45.",1,0.1,1,0.1,"This one seems tricky since usually an eraser is included for free with a pencil. But if we assume they cost separately, then it should be $0.10, because 1 + E = 1.10 -> E = 0.10.",0.85,"I am quite confident in my answer, so around 85%.",0.6,"As stated before, I am making some assumptions here, so perhaps only 60%.",0.7,"Given that most students can solve this task at high school level, let's say about 70%.",0.5,"Considering my assumption, I think maybe around 50% got it right."
343,,1b,BM,0,2.4,0,2.4,Bananas cost fifty cents and the magazines cost $2.40,1,0.1,1,0.1,$.10 (ten cents),0.85,About 85%.,1,100% (totally sure).,,About half will get it right.,0.9,"I think over 90%, if they understand the concept of exchange rates and currency conversion."
344,,2b,PE,1,0.05,0,0.15,"Eraser= $.05, Pencil = $.15",1,0.9,1,0.9,0.9,-0.7,"Eraser - 60%, Pencil-70%",0.75,75%,0.7,"Pencil - 40%, Eraser - 70%",0.8,80%
345,,2a,BM,1,0.45,1,0.45,"Banana Costs $0.45 (Answer in cents, but don't forget that there aren't .95 cents, it would be $0.45 plus a penny).",1,0.1,1,0.1,Eraser costs $.10 (Answer in cents),0.85,85%,1,100%.,0.7,70%.,0.95,95%.
346,,2b,PE,1,0.05,0,1.05,"Eraser - $.05 , Pencil - $1.05",1,0.9,1,0.9,0.90,1,100%,1,100%,-0.74,Approximately 67-74%. Some may find difficulty with algebraic reasoning but most who take the time to process the wording will likely come to the correct answer.,0.85,"I am unable to gauge others' answers as there is no further information provided, however I would estimate around 85% based on common sense."
347,,2b,PE,0,0.5,0,0.5,.50,1,0.9,1,0.9,0.90,,Well I definitely feel a little less sure now because I can see a few possible ways that they could have phrased it where I might make a mistake but yeah I still think I got it,,"I'm not sure if my confidence is supposed to be related to the question before this, so I'll just answer about that one, since it's the one we've actually been asked about.",,"Hm, well if I made a mistake then it'd be pretty easy for others to make the same one, so let's say around half? But maybe higher? This one is difficult for me to gauge.",0.6,"Probably around 60%, although I could easily imagine some being confused by the formatting or not wanting to go through all the trouble for a couple cents"
348,,2a,BM,1,0.45,1,0.45,The Banana costs $.45 (this answer was correct),0,,0,,I can’t think about another math problem right now. I don’t want to change my answer to the first question because I’m certain that the first one is right!,0.7,70%,0.85,85%,0.6,60%,0.9,90%
349,,1b,BM,0,50,0,0.9,"50 cents. (My logic is that if the magazine is $2 more expensive, then there would need to be a balance of $0.90 for both items.)",1,0.1,1,10,$.10 (or 10 cents),0.8,80%,0.95,95%,0.5,50%,0.6,60%
350,,2b,PE,1,0.05,0,1.05,"Eraser - $.05, Pencil - $1.05",1,0.9,1,0.9,.90 cents,0.6,60%,0.85,85 %,0.5,50%,0.75,75%
351,,2a,BM,1,0.45,1,0.45,"$.45, because I did the following operations in my head:",1,0.1,1,0.1,"$.10, again with simple subtraction in my head.",0.85,85%. I have to trust in my mental addition skills.,1,100%. Subtracting one from eleven is just too easy to screw up.,0.019,"Probably around 65%. People like to see a pattern or assume that if two things are presented together there must be some relationship between them, so they might try to guess that one costs $1 and the other $1.90, or something similar.",0.9,"Over 90%, at least for Americans who use dollars as their standard currency. Maybe lower for those who aren't used to thinking about prices in cents and dollars."
352,,1b,BM,1,0.45,0,4,"0.45 (Calculation involves solving an equation for a value greater than zero; I arrived at .45 by subtracting 2.00 from the total amount and then dividing it by 4 [since there were two items worth twice the price of the first], resulting in a decimal value, which represents the fractional price of one banana compared to a total price of 4.00).",1,0.1,1,0.1,0.10 (The cost of the eraser alone),0.65,"65% (I feel somewhat unsure, though I used the given information accurately and followed mathematical rules as taught in school. I know some problems like this involve traps or incorrect assumptions, but I've tried hard not to fall into those.)",0.95,"95% (Very confident that my answer is correct, but there might still be some tiny possibility that I am wrong.)",0.15,"15% (This is based on my belief that most would assume incorrectly that you add the costs together, even after being presented with another question where this error was demonstrated. They may have been misled again, especially when confronted with new values that do not follow the previous pattern they've come to expect. Alternatively, others could simply be unable to solve these types of math problems altogether.)",0.3,"30% (I think many would assume that you add the total cost together when, instead, you have to calculate the difference between them)."
353,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90,0.99,99,0.99,99,0.8,80,0.9,90
354,,1a,PE,0,0.1,0,0.1,$.10,1,0.9,1,0.9,$.90,0.9,90%,0.8,80%,0.5,50%,0.5,50%
355,,2b,PE,1,5,0,1,"The eraser costs 5 cents (if the pencil is priced at $1.05, then the difference between the two items’ cost equals exactly $1).",1,90,0,10,90 cents (the banana is 10 cents if one subtracts the price of the magazine from the total).,0.7,70%.,0.9,"100% (very sure that the banana costs 90 cents, as per my initial calculation.)",-0.85,I believe most responders will solve this question correctly – thus about 75%-85%.,-0.25,"I would imagine approximately 10-25%, due to people failing to factor in the cost of the magazine."
356,,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,1,I am completely positive that I have this one figured out! 100%.,1,Absolutely positive again... this time even more so because there is less potential for trickery or misdirection! 100%,0.75,"Based on the way the problem was posed, I would think everyone would solve it properly, but many will likely second guess themselves as they come up with 5 cents as their answer. I'd estimate around 75%.",0.85,"Most people who get the first part correct should also figure this one out, so I’d put this at about 85% or higher."
357,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90,1,100,1,100,0.95,95,0.95,95
358,,2a,BM,1,0.45,1,0.45,Banana cost $0.45,1,0.1,1,0.1,Eraser cost $0.10,0.97,"I am very sure, my confidence level is 97%.",1,I am completely confident and my confidence level is 100%.,0.63,63 %,0.95,"95%, I believe most will get this right."
359,,1a,PE,0,0.1,0,0.1,.10,1,0.9,1,0.9,.90,1,100%,1,100%,0.9,90%,0.85,85%
360,,1b,BM,0,0.9,0,0.9,$.90,1,0.1,1,0.1,$0.10,0.95,95%,0.95,95%,0.8,80%,0.7,70%
361,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.001,99%. I was thinking if you subtracted 1 from the total that it would leave $.10 for the eraser.,0.009,100%. Subtracting 2 leaves $.90 as stated above.,0.01,"70%. It seems like an easy enough question, but most will be thrown off by the ""$1 more"" statement",0.85,85%. Most should solve it since they have already worked out a similar problem.
362,,2a,BM,0,50,0,50,50 cents,1,10,1,10,10 cents.,0.95,95%.,1,100% because the problem is easy and straight-forward.,0.4,"40%, based on past results I've seen online.",0.8,80% because this one is quite simple for most adults with basic math skills.
363,,2b,PE,1,0.05,0,1.1,Eraser: $0.05 Pencil: $1.05 Total: $1.10,1,0.9,1,0.9,$.90,0.99,99,1,100,0.8,80,0.95,95
364,,1b,BM,0,3,0,0.9,"Bananas usually don't sell at whole-dollar prices in stores.  If we assume that magazines are priced around $3, then that makes a reasonable banana price be around $.65 cents ($.45 less than the magazine).  However, when making an assumption like this, the question should have indicated that the numbers provided were accurate, so that one can make a reasonable estimation based on sound assumptions.  Therefore, the only possible answer is $.90 or some similar number.",0,1.1,0,1.1,"It's free, because if it wasn't they wouldn't need to say that the total price was $1.10.",0.95,I am almost certain about my answer.  95%.,1,I am completely certain about my answer.  100%.,0.75,"I would hope that most people understand that the magazine is being discounted by the difference between its original price and the final price.  So, if we do not know exactly how much the original price of the magazine was, then it is difficult for us to solve this problem completely.  Because of that ambiguity, however, there are many possibilities for what the cost could be.  For example, if the final price was actually the result of a two-dollar discount applied to the magazine, then it might be cheaper than the banana.  So, even though most people will give different answers, they won't necessarily be wrong, and it all depends upon their interpretation of the information provided.  75% at the very least.",0.5,"At least half would know that if an item is discounted 90%, that means that it is now selling for a tenth of its original price.  50%."
365,,1a,PE,1,0.05,1,0.05,$.05 (Note from the experimenter: Correct),1,0.9,1,0.9,$.90 (Note from the experimenter: Incorrect),0.75,I am pretty confident - say around 75%.,0.75,Also about 75%.,0.4,Less than half but not far off; perhaps about 40%?,0.3,"Again, less than half...perhaps only 30% since the price difference between a mag and a banana is more varied compared with that of a pencil and an eraser."
366,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.85,"85%, but it did take me longer to solve this one. My first instinct is still stuck on thinking the answer will involve the number ten for some reason even though I know that's incorrect here.",0.029,I'm fairly confident that the correct answer was $.90 because that would mean that the original price for the magazine ($2.00) and banana ($.90) when they were separately priced would add up to the new combined price ($2.90).,0.5,"Less than 50% because while both problems require simple math skills, the wording for this second one seems like it could throw off a lot of people more easily compared to the previous question.",0.5,"50% or more, because although solving this requires basic arithmetic, I imagine there might still be some who get distracted by trying to come up with the number nine mentally as well and thus get confused."
367,,1b,BM,1,0.45,0,2.9,"Banana costs $.45, so if Magazine is two dollars more then Magazine must be $2.45 (which equals $2.45 + .45 = $2.90)",1,0.1,1,0.1,"$.10, I assume this question means that if they were sold individually (the pencil by itself or the eraser by itself) the prices would be those stated in the problem.",0.95,90% to 95%. My interpretation is less straightforward since there's more calculations required but still appears consistent with the available info and math skills that aren't too challenging.,1,"100%, as noted above my interpretation seems clear cut and logical based on the information provided",,"I have no idea about the percentages for either question, I would guess at least half of them based on my own confidence in solving each.",0.75,"At least 75%, I think most educated adults who are paying attention and interpreting the question carefully can figure this out"
368,,1a,PE,1,5,1,5,5 cents,1,90,1,90,90 cents,1,"97 percent. I say this because, while I feel like I have a pretty good grasp on basic addition, it always lingers in the back of my mind that I'm bound to make a mistake eventually, so I would never feel like I am 100% certain about anything really.",0.85,"85%. It just feels natural to answer this way because once again we have been presented with straightforward math here, but if pressed to give a specific reason for why this answer was correct beyond the fact that ""this feels right,"" I may have trouble coming up with one since I don't consider myself overly concerned with mathematics.",0.8,"80%. Though I do know that many people struggle with problems requiring them to think laterally or outside the box, and sometimes these simple ones can stump me as well, which makes me question whether 80% truly is an accurate reflection of this situation.",0.9,"90%. Aside from the occasional person who has difficulty with basic math, I would guess that most folks would solve it this way unless they get hung up on some other irrelevant aspect of the scenario."
369,,2b,PE,0,10,0,10,"Eraser: 10 cents, Pencil: 1 dollar and 10 cents",1,90,1,90,90 cents,,I am totally sure that my answers are correct for both questions now.,,I am totally sure my answer is correct.,0.8,Probably around 70 to 80 percent of people would solve it correctly because many people know how to do addition and subtraction.,0.5,I think more than 50 percent of people will get this question right because they are doing subtraction.
370,,2b,PE,0,,0,,Eraser: ten cents; Pencil: one dollar ten cents.,1,90,1,90,90 cents,0.85,"I think I made a mistake at first. Now I'm pretty sure my answer is right. So I would say about 85%, there might still be something wrong with the way that I was thinking through the problem.",0.0004,75%. I am almost certain but could still be off by up to .04.,0.4,Most people probably did it incorrectly or just guessed so maybe around 40%.,0.9,90%.
371,,2a,BM,0,0.5,0,0.5,.50,1,0.1,1,0.1,.10,0.99,99%,0.99,99%,0.6,60%,0.8,80%
372,,1a,PE,0,0.1,0,0.1,Eraser costs .10 cents,1,0.9,1,0.9,Banana costs $.90 cents.,0.8,"I'm pretty sure, so I would say I am 80% confident.",0.9,"This one makes more sense, so I feel almost certain. So probably 90%.",0.5,Hmm..probably about half (50%),-0.9,"Probably 80-90%, considering this answer is quite intuitive."
373,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.85,85%,0.7,70%,0.4,40%,0.5,50%
374,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.7,I would say my confidence level is about 70%.,0.85,I feel really certain that my answer is correct so id say im at least 85% sure.,0.8,80% maybe?  Or even higher because its pretty obvious when you think about it.,0.8,I feel like at least 75% or 80% of people got this one right.
375,,2a,BM,0,0.9,0,2,.90 cents ($.00 + $.90 = $2.00),0,,0,,"The eraser is free, because they forgot to charge for it.",0,"I am 100% sure that this problem was meant to have me figure out that if the difference between the total and the mag price was 90, then the banana is .45 cents and the mag is 2.45 dollars. However, they only gave an option for 90 cents and nothing less, so that's what I put, even though it makes no sense because that means that there is 5 cents missing...I feel 0% confident in my answer to the question as it stands.",0.011,"67%.  It would make more sense for them to actually add up to $1.10, but perhaps it was an oversight on their part.",0,0%,0.011,"44%, because many will not notice the discrepancy or believe they can't give the real answer (that it should equal $1.10), but some will realize that the prices don't add up and be confused about the 'right' thing to do."
376,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.7,70,0.95,95,0.5,50,0.85,85
377,,1b,BM,0,2,0,90,"First I figured that since the magazine was $2 more expensive than the banana, if I subtracted $2 from the total, I would find the price of the banana alone.  That left me with a 90 cent banana.  Again, I'm totally sure of that answer, as long as I understand the problem right.",1,10,1,10,10 cents,0.02,"100%.  I can see why someone might think the banana cost $2, given that the magazine was said to be $2 more expensive, but clearly they'd get mixed up if they thought so.",1,"100%.  I know this problem well, so I am sure my answer is right.",0.75,"Well, at least half got it right; otherwise we couldn't have paid $2.90 for both the mag and the banana.  But it wouldn't surprise me if more did it right than not, say 75% or even a little more than that.",0.9,"90%.  Most people probably answered like I did, but maybe some made an error."
378,,1a,PE,1,5,0,1.1,I think 5 cents because if the pencil is one dollar more expensive that means it’s $1.05 plus the five cent eraser making them 1.10 dollars all together.,1,90,1,90,The banana would cost 90 cents.,0.99,I am about 99% confident in my answer.,1,I am 100% sure in my response.,0.5,50% at most since some may give an incorrect or impulsive answer,0.75,I believe around 75% could answer this question right as it is a pretty straightforward math question.
379,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.95,95,0.9,90,0.6,60,0.85,85
380,,1a,PE,1,0.05,1,0.05,$.05 (because if the pencil is one dollar more then that means the difference between what each item costs must be .05),1,0.9,1,0.9,"$.90 (the total is the sum of the two items individually. I arrived at this answer by simply subtracting the cost of the magazine from the total, thereby leaving me with only the value of the banana.)",0.9,"90%, because I know my answer is correct, but since this is just an online study I can never be entirely positive that there wasn't some miscommunication.",0.95,95%. I double-checked my calculation here for accuracy because math can sometimes be unpredictable and small errors tend to compound quickly if left unnoticed.,0.4,"40%. It's actually not a difficult problem once you understand the concept being tested. But it also requires logical reasoning and isn't immediately obvious which tends to trip many people up, so while some will get the right answer, others won't due to misunderstanding.",0.8,80%. This particular question format has been used numerous times before in cognitive surveys. It's simple enough that most individuals who encounter it should solve it without issue.
381,,1b,BM,1,0.45,0,2.45,It would be $0.45 for the banana and $2.45 for the magazine.,1,0.1,1,0.1,$.10 cents,1,"Again, I am 100% certain that I answered this question correctly.",,I am completely positive that I got it right.,,I expect that around half would get it wrong since they forget to adjust their math after learning that the magazine is twice as expensive as the banana.,0.98,"98%, although I assume that there may be some who don't give the correct answer on purpose to see if they will get asked any more questions!"
382,,2b,PE,0,1,0,1,I don't think that one is right because if the pencil costs $1 then there wouldn't be anything left over for the eraser but when you take out the pencil the total becomes negative so i would say it isn't possible.,1,0.9,1,0.9,.90 cents,0,0%,1,100%,0.25,25%,0.75,75%
