Subject,Subject.1,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
77,,1b,BM,1,0.45,1,0.45,Banana cost $.45,1,0.1,1,0.1,Eraser costs $.10,0.75,75%,1,100%,0.5,50%,0.5,50%
78,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,"95%. I had to think about it for a while, but the answer seems correct based on what I was taught in high school algebra.",0.01,"100%, there is no need for calculation to determine that an object that originally cost $1.00 would only decrease in price by a penny with the addition of another item, even if they are packaged as part of a set or sale.",0.7,"70%, since many might have just split the difference without applying the mathematics that solves the problem correctly.",0.95,"95%, because although basic arithmetic may be necessary to solve this question, most people who learned this concept should be able to answer it correctly without any difficulty or confusion."
79,,1a,PE,1,0.05,0,1,"$.05, because the pencil costs a dollar more, not one dollar. So the eraser must be $.05, which means that the pencil will then cost $1.05. This results in a total of $1.10 as stated in the question. If you think about it in cents ($1 = 100 cents, $0.05 = 5 cents) you'll realize how absurd it is for an eraser to cost $0.10 (10 cents). An object cannot cost nothing and ten cents at the same time. Also if I buy a dozen eggs at $2 each, this doesn't mean that one egg costs $1. In other words, ""one more"" refers to a numerical value difference, rather than simply saying something has ""a price that is one dollar greater.""",1,0.9,1,0.9,$.90,0.99,"99%. My answer might seem silly or even annoying, but I assure you that I am entirely correct. Please continue onward with the questions.",,"I feel very confident that my answer is correct! Since there was no indication whether or not the items' prices were given in dollars or cents, I decided that there was nothing preventing them from being calculated either way; hence I used dollars instead of cents in this particular example. Also note that using cents would also yield an accurate answer, but with decimal points involved - something which would be more difficult to calculate due to human error. However, in order for my answer to remain consistent with the previous problem presented in the survey, I decided to stick with calculating both items in dollar increments instead.",0.001,"50%--or less. People who can solve this problem would likely be quite smart. The average person, however, might believe the pencil and eraser together could equal $1.10 while each individual item cost only a dollar or less because they lack critical thinking skills, intelligence, common sense, or education. Therefore, those who make these kinds of errors will often incorrectly think that the eraser must cost $.10 just as many people incorrectly assume the world is flat despite scientific evidence proving otherwise. So even if half the population solves this question correctly, then their solution might still not be based on logic since some respondents may have guessed at the solution rather than thought critically about it.",0.02,"This time around, I believe approximately 75% of the respondents should provide correct answers since the question is phrased similarly enough as the first question presented earlier. Therefore, it should help serve as another reminder to use critical thinking skills and not just assume that the total cost will automatically equal $2 without further inspection. But because some people might still blindly trust their intuition over logic regardless of how clear the instructions are, they may unfortunately end up giving incorrect responses once again."
80,,1b,BM,0,,0,,Fifty cents,0,,0,,ten cents,1,100%,1,100%,0.75,75%,0.8,80%
81,,1a,PE,1,5,1,5,Eraser Costs 5 cents,1,90,1,90,Banana Costs 90 Cents,0.97,97%,0.84,84%,0.8,80%,0.6,60%
82,,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.85,85%,0.99,99%,0.5,50%,0.95,95%
83,,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.65,65,1,100,0.75,75,0.85,85
84,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.97,97%. I did that question right before this one so its still fresh.,0.85,85%,0.75,At least 75%. Its such a basic concept.,0.8,If they understood the last question then 80%. But I know most people don't get these problems correct at first.
85,,1b,BM,0,2.9,0,2.9,"This time there isn't enough information because we aren't given any idea about what percent or proportion the magazine and banana respectively represent out of the total $2.90 price. If they want me to guess then I would say something close to half for both, with the banana costing like $1.30-$1.45. But without some kind of clue as to their respective weights in the $2.90 combination, I can't give an exact figure.",1,0.1,1,0.1,$0.10,0.2,"Well I did say my answer is just a rough guess since there wasn't enough info provided. So on a scale from 0-100%, I would say around 20%.",1,100%.  I know exactly what each thing costs.,-0.1,"Since there was insufficient info provided, I think probably only about 5-10% of people might have guessed right. Maybe less, who knows...",0.05,"I would expect almost everybody to get that correct. I think maybe only those who don't have full mastery over decimal math could possibly answer incorrectly. Maybe like 5%, at most."
86,,2b,PE,1,0.05,0,0.15,Eraser costs $.05 and Pencil costs $.15,1,0.9,1,0.9,$.90,,I am fairly sure.,,I am totally sure.,,Less than half.,,About half or more.
87,,2a,BM,0,0.9,0,0.58,"Banana = .90, Mag = 2 + .90 = $2.90; Mag - Banana = $2 / ($2.90-.90) = 70%. So, Mag price was distorted by $0.42 => Banana = 2.90 - 2 - 0.42 = $.58",1,0.1,1,0.1,"Eraser = .10, Pencil = 1 + .10 = $1.10; Pencil price was distorted by $.10 => Eraser = 1.10 - 1 = $.10",1,100,1,100,0.35,35,0.6,60
88,,2a,BM,0,0.9,0,2.45,"Banana costs .90 cents, magazine costs $2.10 (but if it says how much one costs compared to another then banana = $.45 and Magazine=$2.45)",1,0.1,1,0.1,Eraser costs $.10,0.78,78%,0.9,90%,0.5,50%,-0.7,60-70%. It depends on the wording though because my initial thoughts were wrong so maybe others had similar issues but eventually figured it out. I think a lot more would get it right than first one however
89,,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,95,0.95,95,0.75,75,0.5,50
90,,2b,PE,0,0.1,0,1.1,Eraser .10; Pencil 1.00; Total .10 + 1.00 = 1.10,1,0.9,1,0.9,0.90,0.95,95,1,100,0.4,40,0.5,50
91,,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.8,80%
92,,1b,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.1,0.83,83,0.99,99,0.65,65,0.99,99
93,,1a,PE,0,10,0,1.1,"Eraser costs 10 cents, the pencil then costs 1 dollar + 10 cents = $1.10.",1,90,0,2,The banana would cost 90 cents as that is the difference between the total cost ($2.90) and the cost of the magazine ($2).,1,I am 100% sure.,1,I am 100% sure.,0.7,Maybe 70%. It's an easy question if you think about it in terms of relative pricing.,-0.8,Given the previous question I would say 70-80% maybe. The same concept applies but there seems to be more ambiguity surrounding it.
94,,2a,BM,0,0.9,0,0.9,"0.90 cents, because 2.9 - 2 = 0.90",1,0.1,0,1.2,"This one was a trick question, too; most people would say that the eraser costs $0.10, but actually, if the pencil really did cost a full dollar, then the only way the pencil + eraser could have totaled just $1.10 is if the eraser was free. Otherwise, even at ten cents, the whole package should've been $1.20! It's possible the person selling these items made a mistake, and usually you can assume mistakes weren't made, but... I wouldn't trust my life on this conclusion haha!",0.95,95%. Because I used basic subtraction.,0.75,75%. I can still make mistakes after all.,0.019,"75%. Mostly because many might forget about subtracting the price of the banana as well, leading them to give an incorrect answer like ""1.9"". But since there were several people who commented about their difficulty with the problem online, some of that might be due to unfamiliarity with subtracting fractions or decimals.",0.01,"25%. Not many people seem to realize that ""the pencil costs $1 more than the eraser"" actually means they're supposed to be subtracting that value rather than adding, which often makes them think that there are multiple correct solutions (of which there aren't any; since $1 is already being paid for the pencil, whatever amount the eraser cost must come from the remaining change)."
95,,2b,PE,1,0.05,1,0.05,The eraser costs $.05 cents.,1,0.9,1,0.9,The banana costs $.90 cents.,0.85,I am 85% certain on my response.,1,I am 100% percent sure in my response.,0.3,I think about 30% of responders got it right.,-0.75,I think 50-75% of the responders would have solved it correctly.
96,,2a,BM,0,2.5,0,0.4,"The magazine cost $2.50, so the banana must cost $.40.",0,1,1,0.1,"If the pencil costs $1, then there's no way the eraser can be any price other than $.10.  So the eraser costs $.10.",0.87,87%,0.93,93%. This was an easier one for me since I immediately thought of just subtracting one number away from the total cost.,0.5,I think about 50% would answer this question right because some may overthink it or have trouble solving it at all.,0.74,74%. Some people may think that the first price must factor into the second price somehow which will lead them astray.
97,,2b,PE,0,0.1,0,0.1,Um...the eraser has to be less than $0.10 then since the pencil is one dollar more expensive.  But I have no clue.,1,0.9,1,0.9,"Bananas typically cost $0.90, so it would be a dollar in this scenario",,No idea...,0.009,I feel like that’s correct because bananas usually cost $0.90.,0.35,Definitely much fewer than before...maybe only around 35%.,0.85,Mostly everyone should get that right...let me say about 85%.
98,,1a,PE,1,0.05,0,1.05,"Eraser cost 0.05 dollars, pencil cost 1.05 dollars.",1,0.9,1,0.9,Banana costs 0.90 dollars.,0.8,I'm pretty sure. I think it's around 80%.,0.9,Quite confident. I think my answer is correct. About 90%.,0.6,"About 60%, maybe even less. Some people may not take time to consider all options.",0.75,It seems easy. Probably above 75%.
99,,1b,BM,0,0.9,0,0.9,$0.90,1,0.1,1,0.1,$.10,0.85,"85%. It seems right, but there's always something that could throw a wrench into things. I don't think there's really any possible errors given the information here, though.",0.001,"100%. I know that a dime is worth .10 cents, so if the pencil costs one dollar and the total is 1.10 then the eraser must be .10 cents.",0.95,95%. Most should understand this simple algebraic equation with variables that can easily be changed. Some might miss out on changing a variable by accident.,0.75,"Maybe around 75%, because while most would know the answer like me, some might make an error, forgetting or overlooking that a dime was a part of the answer."
100,,2a,BM,1,0.45,0,3,"$.45, I got this by doing $\frac{2.90 - 2.00}{3}$",1,0.1,1,0.1,"$.10, I got this by subtracting the cost of the pencil",0.8,80%,0.99,99%,0.75,"75%, because some may use trial and error",0.95,"95%, this one seems really straightforward so I’m surprised if most couldn’t figure it out"
101,,2a,BM,0,0.4,0,0.4,.40 cents,1,0.1,1,0.1,.10 cents,0.8,80%,0.99,99%,0.6,60%,0.75,75%
102,,1b,BM,1,45,1,45,The banana costs 45 cents.,1,10,1,10,10 cents,0.95,"Quite sure, but maybe not as absolutely positive as before. So, let's say 95%.",1,"I am totally sure, so 100%.",0.75,Less than 75%...,0.95,"At least 95%, since there seems to only be one correct answer."
103,,2b,PE,0,10,0,10,"Let's see, if we subtract the eraser cost from the pencil cost, then we should get the price of an eraser... That would be 10 cents for the eraser. Yes, the solution makes perfect sense!",1,90,1,90,90 cents. You subtract the magazine price from the total.,0.99,99%. Almost certain; I had to verify my calculations.,1,100%. I have solved such problems many times.,0.95,Perhaps even higher than before because arithmetic is easier here. Let’s say about 95%.,0.9,"At least 90%, I guess... but that's just a guess based on the fact that most people who did high school mathematics know how to do it."
