Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,StandardAcc,StandardResp,ControlAcc,ControlResp,StandardRT,ControlRT,StandardConfidence,ControlConfidence,StandardOpinion,ControlOpinion,StandardRecall,ControlRecall,StandardMC,ControlMC,LogStandardRT,LogControlRT,LogRTdiff,Confdiff,Opindiff
38,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,0.95,0.75,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
39,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,1,45,1,0.1,-999,-999,0.6,0.8,0.3,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
39,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,0,35,1,10,-999,-999,0.7,0.85,0.6,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
39,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,0,0.9,0,-999,-999,-999,0.75,0.5,0.25,0.25,-999,-999,-999,-999,-999,-999,-999,-999,-999
39,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.9,1,0.25,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
40,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.75,0.95,0.65,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
40,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,0,40,1,10,-999,-999,0.85,0.95,0.5,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
40,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,1,45,1,10,-999,-999,0.9,1,0.5,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
40,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,0,0.4,1,0.1,-999,-999,0.99,0.99,0.6,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
41,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.8,1,0.4,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
41,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.7,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
41,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.65,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
41,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,5,1,90,-999,-999,1,1,0.8,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
42,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,1,0.05,1,0.9,-999,-999,-999,-999,0.8,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
42,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,0,0.1,1,0.9,-999,-999,0.6,0.8,0.5,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
42,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,1,0.05,1,0.9,-999,-999,1,1,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
42,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,0,0.1,1,90,-999,-999,1,1,0.5,0.57,-999,-999,-999,-999,-999,-999,-999,-999,-999
43,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,1,0.1,-999,-999,0.75,1,0.5,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
43,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.85,0.95,0.3,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
43,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.9,0.76,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
43,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,1,0.1,-999,-999,1,1,0.85,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
44,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,0,0.9,1,0.1,-999,-999,0.5,0.9,0.3,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
44,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.75,0.95,0.85,0.99,-999,-999,-999,-999,-999,-999,-999,-999,-999
44,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,0,0.75,1,0.1,-999,-999,0.9,1,0.5,0.965,-999,-999,-999,-999,-999,-999,-999,-999,-999
44,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,1,0.45,1,0.1,-999,-999,1,1,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
45,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,2b,0,10,1,90,-999,-999,0.7,0.6,0.75,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
45,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.8,1,0.43,0.67,-999,-999,-999,-999,-999,-999,-999,-999,-999
45,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.75,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
45,MIXTRAL,24,Age_22_24,Age_23_24,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.4,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
46,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,1b,0,0.7,1,10,-999,-999,0.65,0.98,0.5,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
46,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.7,0.95,0.35,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
46,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.8,1,0.6,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
46,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,1b,0,2,1,0.1,-999,-999,0.85,1,0.3,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
47,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,1,0.05,1,0.9,-999,-999,0.42,0.85,0.75,0.93,-999,-999,-999,-999,-999,-999,-999,-999,-999
47,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,0,0.5,1,90,-999,-999,0.5,0.9,0.67,0.83,-999,-999,-999,-999,-999,-999,-999,-999,-999
47,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,0,0.1,1,0.9,-999,-999,1,0.95,0.65,0.63,-999,-999,-999,-999,-999,-999,-999,-999,-999
47,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,1,5,1,90,-999,-999,1,0.8,0.6,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
48,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.7,1,0.3,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
48,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.4,1,-999,-999,-999,-999,-999,-999,-999,-999,-999
48,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,0.95,0.8,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
48,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,0.75,0.415,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
49,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,0.9,-999,-999,0.5,0.75,-999,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
49,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,0.9,-999,-999,0.9,0.75,0.5,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
49,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.99,0.98,0.8,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
49,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,1,90,-999,-999,1,0.5,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
50,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.6,1,0.25,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
50,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,0,10,1,10,-999,-999,0.75,0.85,0.6,0.3,-999,-999,-999,-999,-999,-999,-999,-999,-999
50,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.9,0.85,0.5,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
50,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.99,1,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
51,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.1,1,0.1,-999,-999,0.65,0.95,0.35,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
51,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,1,10,-999,-999,0.8,1,0.75,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
51,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,1,10,-999,-999,0.9,0.9,0.85,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
51,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,0,0,-999,-999,1,1,0.8,0.1,-999,-999,-999,-999,-999,-999,-999,-999,-999
52,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.87,1,0.3,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
52,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.9,1,0.6,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
52,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,0,0.1,1,0.9,-999,-999,1,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999
52,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,0,0.9,1,0.9,-999,-999,1,1,0.85,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
53,MIXTRAL,19,Age_19,Age_19,Other,BM,1b,1,0.45,1,0.1,-999,-999,0.7,1,0.6,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
53,MIXTRAL,19,Age_19,Age_19,Other,BM,1b,1,0.45,1,0.1,-999,-999,0.85,1,0.8,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
53,MIXTRAL,19,Age_19,Age_19,Other,BM,1b,1,0.45,1,0.1,-999,-999,0.85,1,0.3,0.625,-999,-999,-999,-999,-999,-999,-999,-999,-999
53,MIXTRAL,19,Age_19,Age_19,Other,BM,1b,0,0.4,1,0.1,-999,-999,0.9,0.5,0.5,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
54,MIXTRAL,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,1,0.9,-999,-999,0.7,0.75,0.4,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
54,MIXTRAL,21,Age_20_21,Age_20_22,Male,PE,2b,1,5,1,90,-999,-999,1,0.85,0.45,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
54,MIXTRAL,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.6,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
54,MIXTRAL,21,Age_20_21,Age_20_22,Male,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.4,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
55,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,0,0.9,1,0.1,-999,-999,0.5,1,0.7,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
55,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.8,1,0.5,0.67,-999,-999,-999,-999,-999,-999,-999,-999,-999
55,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,0,0.7,0,-999,-999,-999,0.85,-999,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
55,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,1,0.45,1,0.1,-999,-999,1,1,0.8,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
56,MIXTRAL,18,Age_18,Age_18,Female,BM,2a,1,0.45,1,0.1,-999,-999,0.75,1,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
56,MIXTRAL,18,Age_18,Age_18,Female,BM,2a,0,0.5,1,10,-999,-999,0.95,0.95,0.75,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
56,MIXTRAL,18,Age_18,Age_18,Female,BM,2a,0,50,1,10,-999,-999,1,1,0.8,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
56,MIXTRAL,18,Age_18,Age_18,Female,BM,2a,1,0.45,1,0.1,-999,-999,1,0.9,0.5,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
57,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.75,0.95,0.15,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
57,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.9,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
57,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
57,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.8,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
58,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,1a,1,0.05,1,0.9,-999,-999,0.67,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
58,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,1a,1,0.05,1,0.9,-999,-999,0.9,1,0.8,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
58,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,1a,0,10,1,90,-999,-999,0.9,1,0.1,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
58,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,1a,0,0.1,1,0.9,-999,-999,0.95,0.8,0.75,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999
59,MIXTRAL,18,Age_18,Age_18,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.75,1,0.6,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
59,MIXTRAL,18,Age_18,Age_18,Female,BM,1b,1,0.45,1,0.1,-999,-999,1,1,0.85,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
59,MIXTRAL,18,Age_18,Age_18,Female,BM,1b,1,0.45,1,0.1,-999,-999,1,1,0.6,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
59,MIXTRAL,18,Age_18,Age_18,Female,BM,1b,0,0.5,1,10,-999,-999,1,0.95,0.4,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
60,MIXTRAL,18,Age_18,Age_18,Female,PE,1a,0,0.1,1,90,-999,-999,0.5,0.9,0.99,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
60,MIXTRAL,18,Age_18,Age_18,Female,PE,1a,0,0.1,1,0.9,-999,-999,0.7,1,0.75,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
60,MIXTRAL,18,Age_18,Age_18,Female,PE,1a,0,1,1,90,-999,-999,0.95,0.75,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
60,MIXTRAL,18,Age_18,Age_18,Female,PE,1a,0,0.1,1,0.9,-999,-999,1,1,0.95,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
61,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,45,1,10,-999,-999,0.85,0.95,0.5,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
61,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.87,0.95,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
61,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.95,0.95,0.6,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
61,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,1,0.1,-999,-999,1,1,-999,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
62,MIXTRAL,31,Age_29_33,Age_30_35,Female,PE,2b,0,0.1,1,0.9,-999,-999,0.6,0.85,0.4,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
62,MIXTRAL,31,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.8,1,0.75,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
62,MIXTRAL,31,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.8,1,0.95,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
62,MIXTRAL,31,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.8,1,0.25,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
63,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.75,0.8,0.8,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
63,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.76,0.99,0.76,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999
63,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.9,0.9,0.67,0.33,-999,-999,-999,-999,-999,-999,-999,-999,-999
63,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,0,60,1,10,-999,-999,1,1,0.5,0.99,-999,-999,-999,-999,-999,-999,-999,-999,-999
64,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.6,1,0.35,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
64,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,0,0.9,1,0.9,-999,-999,0.75,1,0.4,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
64,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.8,1,0.6,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
64,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,1,5,1,90,-999,-999,1,0.9,0.95,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
65,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,0.45,0,1,-999,-999,0,0.7,0.2,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
65,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.9,0.8,0.8,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
65,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,0.45,1,0.1,-999,-999,1,1,0.75,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
65,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,0.45,1,0.1,-999,-999,1,1,0.5,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
66,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.7,0.8,0.3,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
66,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.85,0.9,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
66,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,2a,0,0.4,1,0.1,-999,-999,0.85,1,0.3,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
66,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,2a,1,0.45,1,0.1,-999,-999,0.9,0.95,0.67,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
67,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,1,0.9,-999,-999,0.8,0.99,0.5,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
67,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,0,0.9,1,0.9,-999,-999,0.8,0.8,0.75,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
67,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,5,1,90,-999,-999,0.9,1,0.6,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
67,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,1,0.9,-999,-999,1,1,0.8,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
68,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,0,10,1,0.9,-999,-999,0.8,0.75,0.4,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
68,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,0,0.1,1,0.9,-999,-999,0.9,0.85,0.35,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
68,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.95,1,0.75,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
68,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.99,0.99,-999,-999,-999,-999,-999,-999,-999,-999,-999
69,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,1,0.05,1,0.9,-999,-999,0.5,0.8,0.6,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
69,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,1,5,0,40,-999,-999,0.9,1,0.75,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
69,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,1,0.05,1,0.9,-999,-999,1,1,0.6,0.895,-999,-999,-999,-999,-999,-999,-999,-999,-999
69,MIXTRAL,19,Age_19,Age_19,Female,PE,1a,0,0.1,1,90,-999,-999,1,0.85,0.9,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
70,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,5,1,0.9,-999,-999,0.75,0.98,0.49,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
70,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,0,0.1,1,90,-999,-999,1,1,0.45,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
70,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,0,0.1,1,90,-999,-999,1,1,0.975,0.7,-999,-999,-999,-999,-999,-999,-999,-999,-999
70,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,0,0.1,1,0.9,-999,-999,1,1,0.05,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999
71,MIXTRAL,18,Age_18,Age_18,Female,BM,1b,1,45,1,0.1,-999,-999,0.75,1,0.5,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
71,MIXTRAL,18,Age_18,Age_18,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.85,0.75,0.8,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
71,MIXTRAL,18,Age_18,Age_18,Female,BM,1b,1,0.45,1,0.1,-999,-999,0.95,1,0.75,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
71,MIXTRAL,18,Age_18,Age_18,Female,BM,1b,0,1.4,1,10,-999,-999,1,1,0.8,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
72,MIXTRAL,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,1,10,-999,-999,0.68,0.83,0.7,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
72,MIXTRAL,20,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,1,0.1,-999,-999,1,1,0.75,0.85,-999,-999,-999,-999,-999,-999,-999,-999,-999
72,MIXTRAL,20,Age_20_21,Age_20_22,Male,BM,2a,1,45,0,-999,-999,-999,1,0.6,0.5,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
72,MIXTRAL,20,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,0,-999,-999,-999,1,1,0.6,0.075,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,2a,1,0.45,1,0.1,-999,-999,1,1,0.8,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,2a,1,0.45,1,0.1,-999,-999,1,1,0.6,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,2a,0,0.9,1,0.1,-999,-999,1,1,0.65,0.65,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,2a,1,0.45,0,0.05,-999,-999,1,0.75,0.9,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
74,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.7,0.65,0.3,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999
74,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.7,1,0.3,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
74,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,1b,1,0.45,1,0.1,-999,-999,0.9,1,0.87,1,-999,-999,-999,-999,-999,-999,-999,-999,-999
74,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,1b,0,1,1,10,-999,-999,1,0.9,0.85,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
75,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,0,0.1,1,90,-999,-999,0.7,0.85,0.25,0.45,-999,-999,-999,-999,-999,-999,-999,-999,-999
75,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.8,1,0.75,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999
75,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.87,0.85,0.42,0.6333,-999,-999,-999,-999,-999,-999,-999,-999,-999
75,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,0,0.1,1,90,-999,-999,0.95,0.85,0.85,0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
76,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.85,1,0.3,0.75,-999,-999,-999,-999,-999,-999,-999,-999,-999
76,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,1,0.9,-999,-999,0.9,1,0.4,0.8,-999,-999,-999,-999,-999,-999,-999,-999,-999
76,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,1,0.9,-999,-999,1,1,0.9,0.95,-999,-999,-999,-999,-999,-999,-999,-999,-999
