Subject,Dataset,Age,Age_break_new,Age_break,Gender,StandardProblem,CBType,Accuracy,Response,ProblemType
84,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,5,Standard
84,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
84,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,0.05,Standard
85,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,0,-999,Standard
85,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,1,45,Standard
85,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,1,45,Standard
85,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,1,0.45,Standard
86,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,Standard
86,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,0,10,Standard
86,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,0,0.1,Standard
86,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,Standard
87,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,Standard
87,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,Standard
87,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,2a,1,0.45,Standard
87,MIXTRAL,21,Age_20_21,Age_20_22,Male,BM,2a,0,0.9,Standard
88,MIXTRAL,22,Age_22_24,Age_20_22,Female,BM,2a,0,0.9,Standard
88,MIXTRAL,22,Age_22_24,Age_20_22,Female,BM,2a,0,10,Standard
88,MIXTRAL,22,Age_22_24,Age_20_22,Female,BM,2a,1,0.45,Standard
88,MIXTRAL,22,Age_22_24,Age_20_22,Female,BM,2a,0,15,Standard
89,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,0,-999,Standard
89,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,0,2.67,Standard
89,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,0,0.9,Standard
89,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,1,0.45,Standard
90,MIXTRAL,21,Age_20_21,Age_20_22,Male,PE,2b,1,5,Standard
90,MIXTRAL,21,Age_20_21,Age_20_22,Male,PE,2b,1,5,Standard
90,MIXTRAL,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.5,Standard
90,MIXTRAL,21,Age_20_21,Age_20_22,Male,PE,2b,0,0.1,Standard
91,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,0,0.1,Standard
91,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,0.05,Standard
91,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,0,0.9,Standard
91,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,0.05,Standard
92,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,0,90,Standard
92,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,1,0.45,Standard
92,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,1,0.45,Standard
92,MIXTRAL,18,Age_18,Age_18,Male,BM,1b,0,1,Standard
93,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
93,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
93,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,0.05,Standard
93,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,10,Standard
94,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,1,0.45,Standard
94,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,0,0.9,Standard
94,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,1,0.45,Standard
94,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,1,0.45,Standard
95,MIXTRAL,18,Age_18,Age_18,Male,PE,2b,1,0.05,Standard
95,MIXTRAL,18,Age_18,Age_18,Male,PE,2b,1,0.05,Standard
95,MIXTRAL,18,Age_18,Age_18,Male,PE,2b,1,0.05,Standard
95,MIXTRAL,18,Age_18,Age_18,Male,PE,2b,1,0.05,Standard
96,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,0,75,Standard
96,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,0,35,Standard
96,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,1,0.45,Standard
96,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,0,0.4,Standard
97,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,0,0.1,Standard
97,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,1,5,Standard
97,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,0,10,Standard
97,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,1,5,Standard
98,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,0.05,Standard
98,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,0.05,Standard
98,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,0.05,Standard
98,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,0.05,Standard
99,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,0,2.7,Standard
99,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,45,Standard
99,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,0,0.9,Standard
99,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,0,0.9,Standard
100,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,1,0.45,Standard
100,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,1,0.45,Standard
100,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,1,0.45,Standard
100,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,1,0.45,Standard
101,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,0,0.4,Standard
101,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,1,0.45,Standard
101,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,0,0.9,Standard
101,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,0,0.9,Standard
102,MIXTRAL,22,Age_22_24,Age_20_22,Female,BM,1b,0,0.9,Standard
102,MIXTRAL,22,Age_22_24,Age_20_22,Female,BM,1b,1,0.45,Standard
102,MIXTRAL,22,Age_22_24,Age_20_22,Female,BM,1b,0,90,Standard
102,MIXTRAL,22,Age_22_24,Age_20_22,Female,BM,1b,1,45,Standard
103,MIXTRAL,18,Age_18,Age_18,Male,PE,2b,0,0.1,Standard
103,MIXTRAL,18,Age_18,Age_18,Male,PE,2b,1,0.05,Standard
103,MIXTRAL,18,Age_18,Age_18,Male,PE,2b,1,0.05,Standard
103,MIXTRAL,18,Age_18,Age_18,Male,PE,2b,0,10,Standard
104,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,0,10,Standard
104,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,5,Standard
104,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,Standard
104,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,Standard
105,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,Standard
105,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,Standard
105,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,Standard
105,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,0,0.9,Standard
106,MIXTRAL,18,Age_18,Age_18,Female,BM,2a,0,0.9,Standard
106,MIXTRAL,18,Age_18,Age_18,Female,BM,2a,0,0.9,Standard
106,MIXTRAL,18,Age_18,Age_18,Female,BM,2a,1,0.45,Standard
106,MIXTRAL,18,Age_18,Age_18,Female,BM,2a,0,50,Standard
107,MIXTRAL,22,Age_22_24,Age_20_22,Male,PE,1a,1,0.05,Standard
107,MIXTRAL,22,Age_22_24,Age_20_22,Male,PE,1a,0,0.1,Standard
107,MIXTRAL,22,Age_22_24,Age_20_22,Male,PE,1a,1,0.05,Standard
107,MIXTRAL,22,Age_22_24,Age_20_22,Male,PE,1a,1,5,Standard
108,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,1,0.05,Standard
108,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,1,0.05,Standard
108,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,1,0.05,Standard
108,MIXTRAL,19,Age_19,Age_19,Female,PE,2b,0,10,Standard
109,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,Standard
109,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,45,Standard
109,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,0,-999,Standard
109,MIXTRAL,20,Age_20_21,Age_20_22,Female,BM,1b,1,0.45,Standard
110,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
110,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,0.05,Standard
110,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
110,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
111,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,1,45,Standard
111,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,1,0.45,Standard
111,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,1,0.45,Standard
111,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,1,0.45,Standard
112,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,0,0.1,Standard
112,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,Standard
112,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,Standard
112,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,5,Standard
113,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,Standard
113,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,Standard
113,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,0,0.55,Standard
113,MIXTRAL,18,Age_18,Age_18,Female,PE,2b,1,0.05,Standard
114,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,1b,1,0.45,Standard
114,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,1b,0,1.8,Standard
114,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,1b,0,10,Standard
114,MIXTRAL,22,Age_22_24,Age_20_22,Male,BM,1b,0,90,Standard
115,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
115,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
115,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,0.05,Standard
115,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,5,Standard
116,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,1,0.45,Standard
116,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,0,0.4,Standard
116,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,1,0.45,Standard
116,MIXTRAL,19,Age_19,Age_19,Female,BM,2a,0,0.4,Standard
117,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,1,0.45,Standard
117,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,1,0.45,Standard
117,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,1,0.45,Standard
117,MIXTRAL,19,Age_19,Age_19,Male,BM,1b,0,0.7,Standard
118,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,5,Standard
118,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,0,0.1,Standard
118,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,1,0.05,Standard
118,MIXTRAL,20,Age_20_21,Age_20_22,Male,PE,1a,0,0.9,Standard
119,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,Standard
119,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,Standard
119,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,Standard
119,MIXTRAL,20,Age_20_21,Age_20_22,Female,PE,2b,1,0.05,Standard
120,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,0,70,Standard
120,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,1,45,Standard
120,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,0,0.9,Standard
120,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,0,0.9,Standard
121,MIXTRAL,18,Age_18,Age_18,Female,PE,1a,1,0.05,Standard
121,MIXTRAL,18,Age_18,Age_18,Female,PE,1a,0,0.1,Standard
121,MIXTRAL,18,Age_18,Age_18,Female,PE,1a,1,0.05,Standard
121,MIXTRAL,18,Age_18,Age_18,Female,PE,1a,1,0.05,Standard
122,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,0,0.9,Standard
122,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,0,75,Standard
122,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,1,0.45,Standard
122,MIXTRAL,19,Age_19,Age_19,Male,BM,2a,1,0.45,Standard
123,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,0,90,Standard
123,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,0.45,Standard
123,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,0,0.5,Standard
123,MIXTRAL,19,Age_19,Age_19,Female,BM,1b,1,45,Standard
124,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,Standard
124,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,Standard
124,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,0,0.55,Standard
124,MIXTRAL,19,Age_19,Age_19,Male,PE,2b,1,0.05,Standard
125,MIXTRAL,20,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,Standard
125,MIXTRAL,20,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,Standard
125,MIXTRAL,20,Age_20_21,Age_20_22,Male,BM,1b,1,0.45,Standard
125,MIXTRAL,20,Age_20_21,Age_20_22,Male,BM,1b,0,0.9,Standard
126,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,1,0.45,Standard
126,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,0,90,Standard
126,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,0,75,Standard
126,MIXTRAL,18,Age_18,Age_18,Male,BM,2a,0,75,Standard
127,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
127,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,0.05,Standard
127,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,1,0.05,Standard
127,MIXTRAL,19,Age_19,Age_19,Male,PE,1a,0,0.1,Standard
128,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,0.05,Standard
128,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
128,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,5,Standard
128,MIXTRAL,18,Age_18,Age_18,Male,PE,1a,1,0.05,Standard
129,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,2a,0,10,Standard
129,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,2a,0,0.75,Standard
129,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
129,MIXTRAL,32,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
130,MIXTRAL,44,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,Standard
130,MIXTRAL,44,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,Standard
130,MIXTRAL,44,Age_42_65,Age_41_65,Male,PE,1a,0,0.1,Standard
130,MIXTRAL,44,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,Standard
131,MIXTRAL,27,Age_25_28,Age_25_29,Male,PE,1a,1,0.05,Standard
131,MIXTRAL,27,Age_25_28,Age_25_29,Male,PE,1a,1,0.05,Standard
131,MIXTRAL,27,Age_25_28,Age_25_29,Male,PE,1a,1,0.05,Standard
131,MIXTRAL,27,Age_25_28,Age_25_29,Male,PE,1a,0,0.1,Standard
132,MIXTRAL,33,Age_29_33,Age_30_35,Male,PE,1a,1,5,Standard
132,MIXTRAL,33,Age_29_33,Age_30_35,Male,PE,1a,1,0.05,Standard
132,MIXTRAL,33,Age_29_33,Age_30_35,Male,PE,1a,1,0.05,Standard
132,MIXTRAL,33,Age_29_33,Age_30_35,Male,PE,1a,1,0.05,Standard
133,MIXTRAL,35,Age_34_41,Age_30_35,Male,PE,1a,0,10,Standard
133,MIXTRAL,35,Age_34_41,Age_30_35,Male,PE,1a,0,0.1,Standard
133,MIXTRAL,35,Age_34_41,Age_30_35,Male,PE,1a,1,0.05,Standard
133,MIXTRAL,35,Age_34_41,Age_30_35,Male,PE,1a,1,5,Standard
134,MIXTRAL,37,Age_34_41,Age_36_40,Male,BM,1b,0,50,Standard
134,MIXTRAL,37,Age_34_41,Age_36_40,Male,BM,1b,1,45,Standard
134,MIXTRAL,37,Age_34_41,Age_36_40,Male,BM,1b,1,0.45,Standard
134,MIXTRAL,37,Age_34_41,Age_36_40,Male,BM,1b,0,0.9,Standard
135,MIXTRAL,23,Age_22_24,Age_23_24,Male,BM,1b,0,10,Standard
135,MIXTRAL,23,Age_22_24,Age_23_24,Male,BM,1b,0,1.45,Standard
135,MIXTRAL,23,Age_22_24,Age_23_24,Male,BM,1b,0,2,Standard
135,MIXTRAL,23,Age_22_24,Age_23_24,Male,BM,1b,0,0.9,Standard
136,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,0,0.1,Standard
136,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,0,0.1,Standard
136,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,Standard
136,MIXTRAL,29,Age_29_33,Age_25_29,Male,PE,2b,1,0.05,Standard
137,MIXTRAL,26,Age_25_28,Age_25_29,Male,PE,2b,0,-999,Standard
137,MIXTRAL,26,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,Standard
137,MIXTRAL,26,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,Standard
137,MIXTRAL,26,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,Standard
138,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,2.9,Standard
138,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,-999,Standard
138,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,1,0.45,Standard
138,MIXTRAL,34,Age_34_41,Age_30_35,Female,BM,1b,0,0.75,Standard
139,MIXTRAL,25,Age_25_28,Age_25_29,Male,BM,1b,0,90,Standard
139,MIXTRAL,25,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,Standard
139,MIXTRAL,25,Age_25_28,Age_25_29,Male,BM,1b,1,0.45,Standard
139,MIXTRAL,25,Age_25_28,Age_25_29,Male,BM,1b,0,70,Standard
140,MIXTRAL,34,Age_34_41,Age_30_35,Female,PE,1a,0,0.1,Standard
140,MIXTRAL,34,Age_34_41,Age_30_35,Female,PE,1a,0,0.1,Standard
140,MIXTRAL,34,Age_34_41,Age_30_35,Female,PE,1a,1,0.05,Standard
140,MIXTRAL,34,Age_34_41,Age_30_35,Female,PE,1a,0,10,Standard
141,MIXTRAL,37,Age_34_41,Age_36_40,Female,PE,1a,1,0.05,Standard
141,MIXTRAL,37,Age_34_41,Age_36_40,Female,PE,1a,0,0.1,Standard
141,MIXTRAL,37,Age_34_41,Age_36_40,Female,PE,1a,1,5,Standard
141,MIXTRAL,37,Age_34_41,Age_36_40,Female,PE,1a,0,0.1,Standard
142,MIXTRAL,32,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,Standard
142,MIXTRAL,32,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,Standard
142,MIXTRAL,32,Age_29_33,Age_30_35,Female,PE,2b,1,5,Standard
142,MIXTRAL,32,Age_29_33,Age_30_35,Female,PE,2b,1,0.05,Standard
143,MIXTRAL,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
143,MIXTRAL,31,Age_29_33,Age_30_35,Female,BM,2a,1,45,Standard
143,MIXTRAL,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
143,MIXTRAL,31,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
144,MIXTRAL,28,Age_25_28,Age_25_29,Male,PE,1a,0,10,Standard
144,MIXTRAL,28,Age_25_28,Age_25_29,Male,PE,1a,0,10,Standard
144,MIXTRAL,28,Age_25_28,Age_25_29,Male,PE,1a,1,5,Standard
144,MIXTRAL,28,Age_25_28,Age_25_29,Male,PE,1a,0,10,Standard
145,MIXTRAL,46,Age_42_65,Age_41_65,Male,BM,1b,1,45,Standard
145,MIXTRAL,46,Age_42_65,Age_41_65,Male,BM,1b,1,0.45,Standard
145,MIXTRAL,46,Age_42_65,Age_41_65,Male,BM,1b,1,0.45,Standard
145,MIXTRAL,46,Age_42_65,Age_41_65,Male,BM,1b,0,50,Standard
146,MIXTRAL,50,Age_42_65,Age_41_65,Female,PE,2b,1,5,Standard
146,MIXTRAL,50,Age_42_65,Age_41_65,Female,PE,2b,1,0.05,Standard
146,MIXTRAL,50,Age_42_65,Age_41_65,Female,PE,2b,1,0.05,Standard
146,MIXTRAL,50,Age_42_65,Age_41_65,Female,PE,2b,1,0.05,Standard
147,MIXTRAL,27,Age_25_28,Age_25_29,Female,PE,2b,1,0.05,Standard
147,MIXTRAL,27,Age_25_28,Age_25_29,Female,PE,2b,0,0,Standard
147,MIXTRAL,27,Age_25_28,Age_25_29,Female,PE,2b,1,0.05,Standard
147,MIXTRAL,27,Age_25_28,Age_25_29,Female,PE,2b,1,0.05,Standard
148,MIXTRAL,53,Age_42_65,Age_41_65,Female,PE,2b,1,0.05,Standard
148,MIXTRAL,53,Age_42_65,Age_41_65,Female,PE,2b,1,0.05,Standard
148,MIXTRAL,53,Age_42_65,Age_41_65,Female,PE,2b,1,0.05,Standard
148,MIXTRAL,53,Age_42_65,Age_41_65,Female,PE,2b,1,0.05,Standard
149,MIXTRAL,28,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,Standard
149,MIXTRAL,28,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,Standard
149,MIXTRAL,28,Age_25_28,Age_25_29,Male,PE,2b,0,0.1,Standard
149,MIXTRAL,28,Age_25_28,Age_25_29,Male,PE,2b,1,5,Standard
150,MIXTRAL,50,Age_42_65,Age_41_65,Female,BM,1b,0,0.9,Standard
150,MIXTRAL,50,Age_42_65,Age_41_65,Female,BM,1b,0,2,Standard
150,MIXTRAL,50,Age_42_65,Age_41_65,Female,BM,1b,0,0.25,Standard
150,MIXTRAL,50,Age_42_65,Age_41_65,Female,BM,1b,1,0.45,Standard
151,MIXTRAL,38,Age_34_41,Age_36_40,Male,BM,1b,1,0.45,Standard
151,MIXTRAL,38,Age_34_41,Age_36_40,Male,BM,1b,1,45,Standard
151,MIXTRAL,38,Age_34_41,Age_36_40,Male,BM,1b,1,0.45,Standard
151,MIXTRAL,38,Age_34_41,Age_36_40,Male,BM,1b,1,0.45,Standard
152,MIXTRAL,32,Age_29_33,Age_30_35,Male,PE,1a,0,0.9,Standard
152,MIXTRAL,32,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,Standard
152,MIXTRAL,32,Age_29_33,Age_30_35,Male,PE,1a,1,0.05,Standard
152,MIXTRAL,32,Age_29_33,Age_30_35,Male,PE,1a,0,0.1,Standard
153,MIXTRAL,47,Age_42_65,Age_41_65,Female,PE,1a,0,0.1,Standard
153,MIXTRAL,47,Age_42_65,Age_41_65,Female,PE,1a,0,0.1,Standard
153,MIXTRAL,47,Age_42_65,Age_41_65,Female,PE,1a,0,0.1,Standard
153,MIXTRAL,47,Age_42_65,Age_41_65,Female,PE,1a,0,0.1,Standard
154,MIXTRAL,36,Age_34_41,Age_36_40,Female,BM,2a,0,0.4,Standard
154,MIXTRAL,36,Age_34_41,Age_36_40,Female,BM,2a,1,0.45,Standard
154,MIXTRAL,36,Age_34_41,Age_36_40,Female,BM,2a,1,0.45,Standard
154,MIXTRAL,36,Age_34_41,Age_36_40,Female,BM,2a,1,0.45,Standard
155,MIXTRAL,59,Age_42_65,Age_41_65,Female,BM,1b,1,0.45,Standard
155,MIXTRAL,59,Age_42_65,Age_41_65,Female,BM,1b,1,0.45,Standard
155,MIXTRAL,59,Age_42_65,Age_41_65,Female,BM,1b,0,30,Standard
155,MIXTRAL,59,Age_42_65,Age_41_65,Female,BM,1b,1,0.45,Standard
156,MIXTRAL,27,Age_25_28,Age_25_29,Male,PE,2b,0,10,Standard
156,MIXTRAL,27,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,Standard
156,MIXTRAL,27,Age_25_28,Age_25_29,Male,PE,2b,1,0.05,Standard
156,MIXTRAL,27,Age_25_28,Age_25_29,Male,PE,2b,0,10,Standard
157,MIXTRAL,29,Age_29_33,Age_25_29,Female,BM,1b,0,1.5,Standard
157,MIXTRAL,29,Age_29_33,Age_25_29,Female,BM,1b,1,0.45,Standard
157,MIXTRAL,29,Age_29_33,Age_25_29,Female,BM,1b,0,0.15,Standard
157,MIXTRAL,29,Age_29_33,Age_25_29,Female,BM,1b,0,0.25,Standard
158,MIXTRAL,33,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
158,MIXTRAL,33,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
158,MIXTRAL,33,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
158,MIXTRAL,33,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
159,MIXTRAL,33,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
159,MIXTRAL,33,Age_29_33,Age_30_35,Female,BM,2a,0,65,Standard
159,MIXTRAL,33,Age_29_33,Age_30_35,Female,BM,2a,0,0.7,Standard
159,MIXTRAL,33,Age_29_33,Age_30_35,Female,BM,2a,0,0.4,Standard
160,MIXTRAL,38,Age_34_41,Age_36_40,Male,BM,1b,0,0.4,Standard
160,MIXTRAL,38,Age_34_41,Age_36_40,Male,BM,1b,0,70,Standard
160,MIXTRAL,38,Age_34_41,Age_36_40,Male,BM,1b,1,0.45,Standard
160,MIXTRAL,38,Age_34_41,Age_36_40,Male,BM,1b,1,0.45,Standard
161,MIXTRAL,42,Age_42_65,Age_41_65,Male,BM,1b,1,45,Standard
161,MIXTRAL,42,Age_42_65,Age_41_65,Male,BM,1b,0,-999,Standard
161,MIXTRAL,42,Age_42_65,Age_41_65,Male,BM,1b,0,0.9,Standard
161,MIXTRAL,42,Age_42_65,Age_41_65,Male,BM,1b,0,-999,Standard
162,MIXTRAL,47,Age_42_65,Age_41_65,Male,BM,1b,1,0.45,Standard
162,MIXTRAL,47,Age_42_65,Age_41_65,Male,BM,1b,1,45,Standard
162,MIXTRAL,47,Age_42_65,Age_41_65,Male,BM,1b,1,0.45,Standard
162,MIXTRAL,47,Age_42_65,Age_41_65,Male,BM,1b,0,0.9,Standard
163,MIXTRAL,30,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
163,MIXTRAL,30,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
163,MIXTRAL,30,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
163,MIXTRAL,30,Age_29_33,Age_30_35,Female,BM,2a,1,0.45,Standard
164,MIXTRAL,60,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,Standard
164,MIXTRAL,60,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,Standard
164,MIXTRAL,60,Age_42_65,Age_41_65,Male,PE,1a,1,0.05,Standard
164,MIXTRAL,60,Age_42_65,Age_41_65,Male,PE,1a,1,5,Standard
165,MIXTRAL,26,Age_25_28,Age_25_29,Male,BM,2a,1,0.45,Standard
