Subject,CB,StandardProblem,StandardAcc,StandardResp,StandardAccLast,StandardRespLast,StandardStr,ControlAcc,ControlResp,ControlAccLast,ControlRespLast,ControlStr,StandardConfidence,StandardConfidenceStr,ControlConfidence,ControlConfidenceStr,StandardOpinion,StandardOpinionStr,ControlOpinion,ControlOpinionStr
464,2b,PE,1,0.05,0,0.1,"The eraser must cost $.05 cents. If it cost anything less, then adding any amount greater than zero to get $1.05 or above would make the pencil cost too expensive. If it was a dollar exactly, it would take away the .10 difference that needs to be made up by the pencil’s additional value.",1,0.9,1,0.9,$0.90. (magazine is 2 and total price is 2.9 so banana = 0.90),0.9,"My confidence is at around 90%. However, there is a very slight possibility that my first assumption may not be correct as I don't want to exclude any possible solutions; even though they appear unlikely.",0.9,90%,0.4,"Due to complexity of this question and initial ambiguity about possible solutions, I estimate only 30% - 40% may solve it. This is still relatively low because I imagine many could potentially reach the solution once presented with a scenario to test their answer.",0.8,I believe that at least 80 percent would solve this problem correctly since the answer seems straightforward.
465,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
466,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.75,75%
467,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
468,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.8,80%,0.95,95%
469,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.5,50%,0.5,50%
470,2b,PE,1,0.05,0,0.1,Eraser = $.05; Pencil = $.10,1,0.9,1,0.9,$0.90,1,100,1,100,0.8,80,0.9,90
471,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.85,85%,0.75,75%
472,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.75,75%,0.75,75%
473,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.75,75,1,100,0.65,65,0.95,95
474,2b,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,.90 cents,1,100%,1,100%,0.65,65%,0.75,75%
475,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.75,75%,1,100%,0.8,80%,0.6,60%
476,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,0.7,70%,1,100%,0.3,30%,0.5,50%
477,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,0.85,85%,0.98,98%,0.65,65%
478,2b,PE,0,1,0,10,"Since there are so many different ways to look at this situation, let’s take the first glance – “A pencil costs $1” and then add another dollar because it says that a pencil is worth $1 “more” than the eraser, giving us an answer of $2. This would mean however that they don't follow the summed cost stated above! Thus we should instead break down both items by considering the word ""more"" in its definition; if something has been increased by $1, subtract $1 to find original amount = .10c, thus solving this riddle as being 10 cents each, not two dollars as previously assumed!",1,0.9,0,2.9,"The banana costs .90 dollars since the total of .90 + $2 = $2.90, the correct total cost",0.75,"After careful deliberation, I feel relatively secure about my second guess since it is derived directly from the text, rather than simply using assumptions or applying basic mathematical rules like I did initially. Hence I believe around 75%.",,I am totally confident about this question as it's simply just basic addition.,0.4,"Since it appears complicated, some might assume that their initial responses were accurate but failed when checking them against context provided later in question itself-making errors less likely here though still possible-and others will overcomplicate matters due linguistic interpretation, making it tough for many responders so I estimate maybe 40% tops",0.65,"I believe that upwards to 65 percent would get this answer correct, since I can only think of one way to solve it which means those who think differently from me have made a mistake or didn't solve it like I did"
479,2b,PE,0,10,0,1.1,Eraser=10 cents Pencil = $1.00 Total Cost=$1.10,1,0.9,1,0.9,$0.90,0.9,90%,0.9,90%,0.65,65%,0.75,75%
480,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
481,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
482,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.75,75%,0.8,80%
483,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.2,20%,0.8,80%
484,1a,PE,1,0.05,1,0.05,"Eraser costs $.05 because if you add .05 + 1 = $1.05, then the difference between $1.05 and $1.10 would be exactly $0.05 for the pencil.",1,0.9,1,0.9,"Banana costs $.90. If the magazine costs $2, then the remaining amount of $2.90 - $2 = $.90 must be the cost of the banana.",0.9,90%. I'm pretty sure that my answer is correct but there is always a chance that I might have missed something or made an error.,0.009,"100%. My answer is definitely correct because if the magazine costs $2, then the only remaining amount for the banana would be $.90.",0.6,"Maybe 60%. It seems like a simple question but some people may overlook the word ""together"" which could lead them to believe that they need to find two separate prices instead of one combined price.",0.8,At least 80%. This question seems even simpler than the previous one because there is no confusing language or complicated numbers involved.
485,1a,PE,1,0.05,0,1.05,"Eraser = $0.05, Pencil = $1.05",1,0.9,1,0.9,Banana = $0.90,0.9,90%,1,100%,0.5,50%,0.7,70%
486,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.99,99%,1,100%,0.7,70%,0.85,85%
487,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05.",1,0.9,1,0.9,Banana costs $.90.,1,100%.,1,100%.,0.75,"75%, because I know some people don't think about the fact that one object can be priced at a fraction of a dollar.",0.98,"98%, because this question is simple."
488,1a,PE,0,0.1,0,0.1,.10 cents (I subtracted one from the total),1,0.9,1,0.9,$.90,0.9,90%,1,100%,0.75,75%,0.98,98%
489,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,1,100%,0.7,70%,0.8,80%
490,1a,PE,1,0.05,0,1.05,"Eraser - $.05 Pencil = $1.05.  I subtracted the price of the eraser from the total, then solved for the eraser.",0,2.9,1,0.9,Banana = $2.90-$2 = $.90,0.9,90%.  I am pretty sure that this answer is correct but there is always room for error.,0.95,95%. I used simple addition/subtraction again so I feel confident about my answer.,0.75,75%. I think most people would make an error if they didn't write it out or set up variables to solve.,0.85,85%. It might seem obvious but sometimes the easier problems trip people up.
491,1a,PE,0,10,0,1.1,"Eraser costs 10 cents, and the pencil costs $1.10",1,90,1,90,Banana costs 90 cents.,0.95,95%,1,100%,0.5,About 50%. Many seem to overlook that it asks for the price of the eraser specifically.,0.7,I think most people answered this correctly because they were asked about the price of the banana directly. Perhaps more than 70%.
492,1a,PE,1,0.05,1,0.05,"The eraser costs $.05 cents, since that’s a difference of one dollar between the pencil price of $1.10 - $1.05 for the pencil equals $0.05.",1,0.9,0,2.9,"The banana costs $.90, since $2 for the magazine plus $0.90 for the banana totals up to $2.90 as indicated.",1,I am 100% certain that the answer is correct!,0.04,"Again I feel very sure, at 100%, because I believe my calculation skills have been confirmed in question #4 and also by grade school experience solving similar problems.",-0.75,"I would guess around 60-75%, since it’s an easy problem but some folks get stuck on linear thinking instead of thinking abstractly about subtracting one from the total sum.",1,"This answer is probably obvious to more than 85% or even perhaps close to 100%. Since the previous question had so many people solving it right, maybe the same would be true here too with most people getting the correct solution."
493,1a,PE,0,1,0,1.9,"Eraser = x, Pencil= x+1 , .90 + x + 1 =x so 2= x or $.90 cents +1 which equals $.90+$1 =$1.90...wait a second thats not it",0,1,1,0.9,1 dollar because two ninety minus two is .90 then divided by half to find out the value of banana,0.5,50% I mean after some consideration im gonna go with what my instinct said in the beginning for whatever reason I still believe its the right answer but mathematically it seems wrong...idk,0.78,I feel good about that one so Imma say 78%,0.45,I think most will say they get the obvious answer when prompted quickly however there must be more like me that took time and ended up just trusting their first instinct anyway cause like I said before mathematically it seems incorrect...so maybe id say 45%. But really id have no idea,0.58,Uhm since my previous guess was probably too high i think its fair if i lower my prediction for this question...say maybe around 58%??
494,1a,PE,0,10,0,0.1,"Eraser cost 10 cents, because if Pencil price= 1+Eraser, and Total cost = 1+10cents + 1 eraser= 1.1 then E = .1",0,5,1,0.9,"Bananas are priced differently so it could range between 5cents and up, however considering that magazines can vary, let me calculate: 2.9 -2 = $.9banana price",0.96,I am totally sure at 96% confidence,0.96,"Totally confident 96%, based on mathematical calculations.",0.47,47%,0.38,Based off of past experiences I think maybe 38% or so because these seem like simple questions but most do not read carefully or understand basic maths well.
495,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
496,1a,PE,1,0.05,0,1.05,"Eraser costs $.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $.90,0.9,90%,1,100%,0.7,70%,0.8,80%
497,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.95,95%,0.7,70%,0.8,80%
498,1a,PE,1,0.05,0,1.05,"Eraser = $0.05, Pencil = $1.05",1,0.9,1,0.9,Banana = $0.90,0.9,90%,1,100%,0.75,75%,0.9,90%
499,1a,PE,1,0.05,0,1,"Eraser costs $.05. Pencil would be $1.05, but the question states that the pencil costs $1 more than the eraser. Thus, it can be inferred that the eraser actually costs $.10 and the pencil costs $1.10 - $.10 = $1.00.",1,0.9,0,2.9,Banana costs $.90. This is calculated by subtracting the price of the magazine ($2) from the total cost ($2.90).,0.95,"95%. I am very confident in my answer, but there is always a chance that I have overlooked something.",1,100%. I am absolutely certain that my answer is correct.,0.65,"65%. I think most people will get the right answer if they take their time and think about it. However, some may rush through the problem or fail to consider all aspects of the problem.",0.85,85%. Most people should be able to solve this problem easily because it only requires basic arithmetic skills and logical reasoning.
500,1a,PE,1,0.05,0,1.05,"Eraser costs $0.05, Pencil costs $1.05",1,0.9,1,0.9,Banana costs $0.90,0.9,90%,1,100%,0.2,20%,0.8,80%
501,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,$.90 cents,1,100%,1,100%,0.75,75%,0.85,85%
502,1a,PE,1,0.05,1,0.05,"$.05, because the eraser costs a nickel less than half price.",1,0.9,1,0.9,$.90.,0.95,I'm 95% sure that I am correct.,1,100%.,0.7,I think about 70% of people get it right.,0.8,"I guess most people would get this one right too, so maybe around 80% or more."
503,1a,PE,1,0.05,0,1.05,"Eraser: $0.05, Pencil: $1.05",1,0.9,0,2,"Banana: $0.90, Magazine: $2.00",1,100%,1,100%,0.6,60%,0.7,70%
504,1a,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.9,90%,0.8,80%,0.9,90%,0.7,70%
505,1a,PE,0,0.1,0,1,I think it's .10 cents because if you subtract .10 from $1.10 you get a dollar for the pencil which is $1 more than the eraser.,1,0.9,1,0.9,The answer would be $.90,0.95,95%,1,100%,0.6,"60%. People often don't think about the fact that ""more"" can mean something other than dollars. They see numbers and just start solving algebraic equations in their heads.",0.85,Probably higher on this one because once they figured out that more doesn't always equal dollar value they may have been able to apply that concept here too. I would say around 85%.
506,1a,PE,1,0.05,0,1.1,Eraser - $.05 Pencil - $1.05 totaling to $1.10,1,0.9,1,0.9,Banana - $.90,0.9,90%,1,100%,0.4,40%,0.8,80%
507,1a,PE,0,1,0,0.1,"The pencil costs $1, the eraser costs $.10",1,0.9,1,0.9,$0.90,1,100%,0.75,75%,0.5,"50%, at most",0.4,Maybe 40%.
508,1a,PE,0,0.1,0,0.1,.10 cents,1,0.9,1,0.9,.90 cents,0.75,75%,0.95,95%,0.15,15%,0.4,40%
509,1a,PE,0,1.1,0,1.1,Eraser is ten cents and the Pencil is one dollar plus the dime so it costs a dollar ten or $1.10 for both combined.,0,2,0,2,Twenty cents as that makes a total price of $2 plus twenty cents is two dollars ninety cents for both items combined.,1,"I'm 100 percent certain about this.  Because I did some simple arithmetic in my mind, I have come out with that answer as factual because of what I did myself, in this situation at this time.",,"I'm fairly confident in my ability to answer math problems like this after many years studying them but not perfect due to limitations inherent within myself such as tiredness at present and other personal distractions which could possibly impact upon accuracy, though I do not think this has significantly affected my answer here based solely on basic arithmetic.",,"Most probably around half the respondents got the right answer and maybe more due to various education levels worldwide and people having different methods to solve it.   So I would say something close to sixty to seventy percent of all respondents answered this correctly but since only a random sampling of folks on-line were involved and may vary with any given sample taken elsewhere, an absolute answer cannot be determined in advance by any set method.   Any answers I gave to this question will only pertain directly to the specific circumstances involved with me being a respondent at this particular moment in time and space and would apply most likely just to my own experiences and knowledge which can hardly predict what other people thought about when answering or whether they even paid full attention when presented this query or if they merely guessed without thinking deeply about what was asked before hitting reply, like what we sometimes see posted in public comments on-line and also depending upon who else happened to reply besides me at any one given time frame, etcetera so",,"As previously mentioned in my prior statement, an accurate assessment cannot be made since I have no direct knowledge concerning every participant involved in responding nor their varying levels of understanding with respects towards simple math principles nor whether or not they actually applied those principles during their responses here and instead may have relied upon guesswork or sheer luck as part of their methodology used to solve this specific query presented before them now, though based again on my own limited sample size experience with these types of questions online and elsewhere, I would venture an educated guess somewhere around eighty five to ninety five percent probability of all participants solving this correctly because most individuals regardless of background should understand basic arithmetic concepts needed for correct answers like addition subtraction multiplication etc., if paying close attention to detail and avoiding unnecessary distractions.   This however does remain only speculation since actual statistics regarding the larger pool of potential participants remains unknown to me directly but can only hypothetically project results based upon past trends seen within"
510,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
511,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,1,100%,0.6,60%,0.95,95%
512,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.85,85%,0.95,95%
513,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.7,70%,0.95,95%
514,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.95,95%
515,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.8,80%,0.95,95%
516,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.95,95%,0.95,95%,0.7,70%,0.6,60%
517,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,0.95,95,0.8,80,0.95,95
518,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.8,80,1,100,0.33,33,0.99,99
519,1b,BM,0,1,0,1,$1,1,10,1,10,10 cents,1,100%,1,100%,0.85,85%,0.9,90%
520,1b,BM,0,,0,,The banana costs fifty cents.,0,,0,,"Ten cents, because you have one dollar for the pencil so it's only ten cents for the eraser.",0.9,90,0.95,95,0.8,80,0.7,70
521,1b,BM,0,0.9,0,3,"Banana costs $0.90 cents, and Magazine costs $3.",1,0.1,1,0.1,0.10 cents,0.95,I am 95% confident that my answer is correct.,0.95,I am 95 % confident in my answer.,0.85,Approximately 85%.,0.75,About 75 %.
522,1b,BM,1,0.45,1,0.45,"The banana costs $.45, if it says that the magazine cost $2 more then .95 for the magazine, meaning $2-.95= $.05 and the banana is the same price ($0.45).",1,10,1,10,"10 cents. It seems like this would be a trick question but I'm pretty sure it was just given as $1, which makes it 10 cents.",0.98,98%.,0.95,95%.,0.6,I think around 60% will be correct because many people just do calculations with their mind instead of solving the question directly. They also won't see that this was structured in a way similar to the last one.,0.8,"80%, because even though they may know the answer some might second guess themselves on the trick aspect."
523,1b,BM,0,0.9,0,0.9,"Alright let's think for a second here...the banana must be $0.90, then!",1,0.1,0,1.1,"$0.10, since the pencil is $1 and the eraser is the remainder at $1.10.",,"Very certain about this answer too! It adds up with math, so why doubt that?!",0.001,I'm completely sure it costs $0.10!,0.8,"Probably lower than before...maybe only like 70 or 80%, since this one's less intuitive than the first question was.",0.95,Maybe around 95%. I feel like most people can figure it out!
524,1b,BM,0,,0,,Seventy-five cents because the difference between two dollars and twenty-five cents makes one dollar; divide by half for bananas' price and there ya go!,0,,0,,"Ten cents because it's one plus a dime, and it would have cost more without the extra dime since then they could just be called the same thing.",0.97,"About 97%, but there was a moment where I questioned whether or not dividing in half would result in an accurate price given that prices usually aren't whole numbers.",0.95,95%,0.48,"Around 48%, maybe even less if they don't think as mathematically as I do.",0.63,"Probably about 63%, give or take, but that is an educated guess on my part based on some reasoning I did and it might still only apply to those who can do the math, not the entire population."
525,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.95,95%,0.95,95%,0.8,80%,0.75,75%
526,1b,BM,0,90,0,90,90 cents,1,10,1,10,10 cents,0.9,90%,0.95,95%,0.6,60%,0.75,75%
527,1b,BM,0,30,0,30,30 cents,1,10,1,10,10 cents,0.9,90%,0.95,95%,0.6,60%,0.75,75%
528,1b,BM,0,10,0,10,10 cents,1,10,1,10,10 cents,1,100%,1,100%,0.95,95%,0.95,95%
529,1b,BM,1,45,1,45,The banana costs 45 cents.,1,10,1,10,The eraser costs 10 cents.,0.95,95%,1,100%,0.75,75% or more,0.9,90% or more
530,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,0.7,70%,1,100%,0.6,60%,0.95,95%
531,1b,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.10,0.95,95%,0.9,90%,0.65,65%,0.75,75%
532,1b,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,1,100,1,100,0.85,85,0.95,95
533,1b,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.1,0.7,70%,0.95,95%,0.65,65%,0.95,95%
534,1b,BM,1,0.45,1,0.45,Banana costs .45c,1,0.1,1,0.1,Eraser costs .10c,0.7,70%,0.95,95%,0.6,60%,0.8,80%
535,1b,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.7,70%,1,100%,0.6,60%,0.9,90%
536,1b,BM,0,2,1,45,"Banana = x; Magazine = x + 2.  So, x+2 + x = 2.90, thus x=0.45. The banana costs 45 cents.",1,10,1,10,"10 cents. The price of the pencil was already mentioned, so it shouldn't be counted in this case.",0.95,"95%. As with the previous question, I am fairly certain that I did not make any errors while solving it, but there could be unforeseen exceptions that I didn't consider.",0.9,"90%. I have full confidence that my answer is correct based on what I've learned about addition. However, there might still be some small detail or exception that I haven't considered yet.",0.6,"60%. This problem might trip up some individuals since it involves an equation, which may intimidate those who aren't comfortable with such mathematical constructs.",0.85,"85%. Since most adults have a basic understanding of arithmetic, I believe that the majority will be able to solve this problem as long as they read it carefully."
537,1b,BM,1,45,0,2.45,The banana cost 45 cents and the magazine costs $2.45.,1,10,1,10,10 cents,0.7,I feel very confident (70%).,1,I am totally sure (100%).,0.02,I would guess about half since I don't think most people would automatically subtract the price of one object from the other then divide that by 2 to get the price of the original.,0.95,I would guess that 95% of the people answering the question solved it correctly because most people know that there is a change in the cost of goods when they are bought together than separately.
538,1b,BM,1,0.45,1,0.45,0.45,1,0.1,1,0.1,0.1,0.95,95,1,100,0.65,65,0.95,95
539,1b,BM,1,0.45,1,0.45,The Banana Costs $0.45,1,0.1,1,0.1,.10c,0.99,I am 99% sure my response was correct.,1,100%.,-0.6,"40-60%, there seems like there are two solutions depending on whether or not they interpreted the question properly.",0.5,50%.
540,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
541,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.85,85
542,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
543,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90,0.95,95,0.7,70,0.8,80
544,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,0.95,95%,0.7,70%,0.85,85%
545,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.7,70%,0.85,85%
546,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75%,0.95,95%,0.6,60%,0.85,85%
547,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.85,85
548,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.99,99%,1,100%,0.95,95%,0.98,98%
549,2a,BM,1,0.45,1,0.45,"$0.45 because if the magazine was $2 then the difference would be $1.55 but that's too expensive for a banana, so I guessed at $0.45.",1,0.1,1,0.1,"$0.10 because if the pencil was $1, then the eraser must cost $0.10",0.5,50%,0.95,95%,0.5,50%,0.8,80%
550,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,1,100%,1,100%,0.7,70%,0.6,60%
551,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.6,60,0.8,80
552,2a,BM,1,0.45,0,2,The Banana Costs $.45 (Price of Magazine minus 2),1,0.1,0,1.1,"It Seems That We Are Meant To Assume That Both Objects Are Sold For Their Face Value But, Based on My Last Response, Here Is How The Question Should Be Answered. If The Pencil Was Bought for Full Price And Given Away, Then the Eraser Costs Nothing. However, Assuming that is NOT the Case, the Eraser Could Either Cost $0.10 or $1.10 Because There’s no Additional Information Giving Us A Specific Number For The Eraser's Cost. Therefore, I Am Confused by the Word Together Which Presupposes that they’re purchased together as a package, But if that was the case the Question would Be Impossible To Answer Without Knowing That. Since The Previous Question Was Obviously Deceptive and Meant to Confuse, I Guess This One Might Be As Well.",1,100,0.05,I Am Not Confident At All (5%),1,"I Believe Everyone Solves it Correctly, So I Would Say 100%.",0.75,Considering How Easy It Is To Misinterpret The Wording I Would Say Less than 75%.
553,2a,BM,0,10,0,92,10 cents. The mag cost 90+2= 92 cents.,1,10,1,10,10 cents.,0.8,80%,0.9,90%,0.5,50%,0.65,65%. This question seems obvious but some people might forget that they were given prices in whole dollars earlier.
554,2a,BM,0,25,0,25,25 cents,0,,0,,Ten cents,0.85,85 percent,0.9,90 percent,0.5,50 percent,0.75,75 percent
555,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.85,85%
556,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
557,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100,1,100,0.75,75,0.8,80
558,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.8,80%
559,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.5,50%,0.75,75%
560,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,1,100%,1,100%,0.75,75%,0.99,99%
561,2a,BM,1,0.45,1,0.45,$0.45,1,0.1,1,0.1,$0.10,1,100%,1,100%,0.9,90%,0.8,80%
562,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.9,90%,1,100%,0.75,75%,0.85,85%
563,2a,BM,1,0.45,1,0.45,$.45,1,0.1,1,0.1,$.10,0.75,75,1,100,0.3,30,0.8,80
564,2a,BM,1,45,1,45,"The Banana costs 45 cents. (This answer was arrived at by calculating the magazine's price, then subtracting that from the total.)",1,10,1,10,The Eraser costs 10 cents.,1,100%.,1,100%.,0.75,I believe about 75% of people answered correctly.,0.9,I suspect 90% of respondents will get it right.
565,2a,BM,1,0.45,1,0.45,"$.45, because if we let the price of the banana be x then the price of the magazine will be (x+2), so x +(x+2) = 2.90 -> 2x = 2.90 - 2 -> x=.45.",1,0.1,1,0.1,"$.10 because if we again denote the price of the eraser by x then the price of the pencil is x+.10 (due to sales tax), so x + .10 = 1 -> x = $.10.",1,100%,1,100%,0.75,"75%. I have seen similar problems solved incorrectly, but never with the method described above.",0.95,"95%, since all that needs to be done for this one is to apply the same method as before."
566,2a,BM,0,50,0,2.5,50 cents.  Magazine then is worth $2.50,1,10,1,10,10 cents,0.9,90 percent,1,100 percent,0.75,75,0.9,90
567,2a,BM,0,0.9,0,0.9,.90 cents,1,10,1,10,10 cents,1,I'm totally sure; 100%,,"Totally sure, again!",0.5,"I believe that at least 50 percent of participants will respond with this solution.  So, 50%.",0.9,"It seems obvious, but I wouldn’t be surprised if some folks got stuck on the first problem.  90%."
568,2a,BM,0,0.5,0,0.6,.50 cents or fifty cents or .60 dollars or sixty cents,1,0.1,1,0.1,0.10 dollars or ten cents or a dime,0.4,40%,0.95,95%,0.3,30%,0.8,80%
569,2a,BM,0,0.9,0,0.9,"I know this, it's one of those trick questions right? If something X is two dollars more than something Y, that doesn't mean X minus two equals Y. So...let me see...banana must be $0.90 and the magazine is two dollars more. So yes! You can figure this out just by thinking logically and understanding that if X is two dollars MORE than Y, not ""X - Y = 2,"" then Y + 2 = X. So banana = Y, $0.90, Magazine = X, $2.90. Yes!! Haha thanks for putting a puzzle on here, makes the test less boring, good stuff, cheers! Banana cost = $0.90.",1,10,1,10,"Easy one again. The eraser is 10 cents, right? Cause the pencil already costs a dollar...Yup that's what they want us to say isn't it! Oh wait no, we didn't do math problems yet, did we? Well okay then...so yes! We add those things together which total $1.10. Pencil costs a buck, so the leftover has got to be what the eraser cost...oh look! 10 cents! Good question again, haha, keep them coming!! Thanks for not making this boring like most tests!!!",1,"I would say 100%, since there was only one answer available haha!",1,"Very high confidence! Yes!! Bananas = $0.90. Erasers = $0.10! Keep testing me baby, I know math! Math is easy! :) Confidence = 100%.",0.7,Probably like 70% at least I imagine! Everyone who thinks logically should get it!,0.85,"People who think logically will get this one too...like 80-85% at least I should hope, unless these are trick questions haha but they aren't! Yay, pencils = $1, and erasers = $0.10!! Yes yes! :D Percentage = 85% :)"
570,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
571,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
572,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.6,60%,0.75,75%
573,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.65,65%,0.75,75%
574,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100%,1,100%,0.8,80%,0.75,75%
575,2b,PE,1,0.05,1,0.05,The eraser costs $0.05,1,0.9,1,0.9,The banana costs $0.90,0.6,60%,1,100%,0.3,30%,0.5,50%
576,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,1,100%,1,100%,0.9,90%,0.95,95%
577,2b,PE,1,0.05,0,1.05,The eraser costs $.05 and the pencil costs $1.05.,1,0.9,1,0.9,The banana costs $.90.,0.7,I am 70% sure that my answer is correct because I had to take time to calculate it.,1,I am 100% sure that my answer is correct.,0.9,I think 90% of people will solve this problem correctly.,1,I think 100% of people will solve this problem correctly.
578,2b,PE,1,0.05,1,0.05,The eraser costs $.05,1,0.9,1,0.9,The banana costs $.90,1,100%,1,100%,,Not sure at all.,,I'm not sure about that.
579,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$.90,0.99,99%,0.9,90%,0.8,80%,0.5,50%
580,2b,PE,1,0.05,1,0.05,$.05,1,0.9,1,0.9,$0.90,1,100,1,100,0.75,75,0.85,85
